,id,n_victimas,fecha,hora,comuna,longitud,latitud,victima,gravedad
2299,LC-2019-0188368,2,2019-03-26,16,2,-58.400694,-34.598008,moto,LEVE
2300,LC-2019-0188422,2,2019-03-26,15,1,-58.382213,-34.603738,moto,LEVE
2301,LC-2019-0188426,2,2019-03-26,19,2,-58.398528,-34.595388,transporte_publico,LEVE
2302,LC-2019-0188457,1,2019-03-26,13,11,-58.520806,-34.595076,moto,LEVE
2303,LC-2019-0188476,16,2019-03-26,17,12,-58.509738,-34.574865,moto,LEVE
2305,LC-2019-0188661,1,2019-03-26,16,4,-58.428789,-34.647451,moto,LEVE
2306,LC-2019-0188699,1,2019-03-26,17,12,-58.480903,-34.57114,transporte_publico,LEVE
2307,LC-2019-0188832,1,2019-03-26,21,13,-58.454474,-34.572947,transporte_publico,LEVE
2308,LC-2019-0188891,1,2019-03-26,23,2,-58.384661,-34.587415,moto,LEVE
2309,LC-2019-0188898,1,2019-03-26,23,4,-58.37828,-34.631174,moto,LEVE
2310,LC-2019-0188938,1,2019-03-26,20,2,-58.404183,-34.595234,moto,LEVE
2311,LC-2019-0190959,1,2019-03-26,19,2,-58.404087,-34.591257,moto,LEVE
2312,LC-2019-0205994,1,2019-03-26,6,1,-58.381045,-34.619755,moto,LEVE
2314,LC-2019-0189997,1,2019-03-27,10,11,-58.514271,-34.607382,ciclista,LEVE
2315,LC-2019-0190280,1,2019-03-27,13,3,-58.40991,-34.613783,ciclista,LEVE
2317,LC-2019-0191400,1,2019-03-27,16,15,-58.444751,-34.599753,ciclista,LEVE
2318,LC-2019-0191854,1,2019-03-27,19,1,-58.37899,-34.614099,ciclista,LEVE
2319,LC-2019-0189233,4,2019-03-27,4,1,-58.385669,-34.624795,transporte_publico,LEVE
2321,LC-2019-0189513,1,2019-03-27,8,10,-58.472416,-34.636985,moto,LEVE
2322,LC-2019-0189889,1,2019-03-27,9,8,-58.456046,-34.653311,moto,LEVE
2325,LC-2019-0190299,1,2019-03-27,13,1,-58.389159,-34.607838,moto,LEVE
2328,LC-2019-0191042,1,2019-03-27,15,14,-58.414468,-34.586032,transporte_publico,LEVE
2329,LC-2019-0191045,1,2019-03-27,16,12,-58.506154,-34.563908,moto,LEVE
2330,LC-2019-0191133,1,2019-03-27,15,4,-58.371609,-34.64795,moto,LEVE
2331,LC-2019-0191350,1,2019-03-27,18,3,-58.402796,-34.623772,moto,LEVE
2332,LC-2019-0191352,1,2019-03-27,18,15,-58.436283,-34.591312,moto,LEVE
2333,LC-2019-0191383,1,2019-03-27,18,10,-58.503176,-34.630622,moto,LEVE
2334,LC-2019-0191427,1,2019-03-27,18,10,-58.508309,-34.626829,moto,LEVE
2335,LC-2019-0191496,1,2019-03-27,19,7,-58.43211,-34.645161,moto,LEVE
2336,LC-2019-0191571,1,2019-03-27,18,1,-58.375044,-34.606864,moto,LEVE
2337,LC-2019-0191652,1,2019-03-27,20,14,-58.4324,-34.583489,auto,LEVE
2338,LC-2019-0191666,2,2019-03-27,20,12,-58.490265,-34.569815,moto,LEVE
2339,LC-2019-0191740,1,2019-03-27,21,15,-58.445706,-34.587653,moto,LEVE
2340,LC-2019-0191771,1,2019-03-27,17,11,-58.512431,-34.591258,transporte_publico,LEVE
2341,LC-2019-0191774,1,2019-03-27,20,10,-58.481466,-34.633831,moto,LEVE
2342,LC-2019-0191801,1,2019-03-27,20,3,-58.400477,-34.609797,moto,LEVE
2343,LC-2019-0191951,1,2019-03-27,22,15,-58.445706,-34.587653,moto,LEVE
2344,LC-2019-0191965,1,2019-03-27,22,6,-58.450181,-34.628186,moto,LEVE
2345,LC-2019-0196265,1,2019-03-27,20,8,-58.449762,-34.659592,transporte_publico,LEVE
2346,LC-2019-0202518,1,2019-03-27,15,1,-58.382282,-34.602581,moto,LEVE
2347,LC-2019-0206229,1,2019-03-27,13,2,-58.412069,-34.593729,moto,LEVE
2348,LC-2019-0206674,1,2019-03-27,21,5,-58.423252,-34.597825,moto,LEVE
2349,LC-2019-0235425,1,2019-03-27,12,1,-58.385669,-34.624795,moto,LEVE
2352,LC-2019-0193090,1,2019-03-28,13,3,-58.398969,-34.611982,ciclista,LEVE
2353,LC-2019-0193521,1,2019-03-28,15,7,-58.464229,-34.617817,transporte_publico,LEVE
2354,LC-2019-0193790,1,2019-03-28,14,12,-58.500233,-34.565292,ciclista,LEVE
2355,LC-2019-0194148,1,2019-03-28,17,2,-58.387776,-34.597133,ciclista,LEVE
2356,LC-2019-0195072,1,2019-03-28,15,1,-58.379678,-34.599545,ciclista,LEVE
2357,LC-2019-0203192,1,2019-03-28,22,1,-58.380325,-34.616426,ciclista,LEVE
2358,LC-2019-0191935,2,2019-03-28,0,5,-58.419633,-34.61877,moto,LEVE
2359,LC-2019-0191992,1,2019-03-28,0,15,-58.446249,-34.607614,transporte_publico,LEVE
2360,LC-2019-0192071,1,2019-03-28,2,11,-58.483428,-34.608865,moto,LEVE
2361,LC-2019-0192089,1,2019-03-28,4,14,-58.409869,-34.577281,moto,LEVE
2362,LC-2019-0192201,1,2019-03-28,6,10,-58.486486,-34.639111,moto,LEVE
2363,LC-2019-0192254,1,2019-03-28,7,10,-58.505354,-34.62902,transporte_publico,LEVE
2364,LC-2019-0192472,1,2019-03-28,10,6,-58.445649,-34.622492,transporte_publico,LEVE
2366,LC-2019-0192737,1,2019-03-28,10,13,-58.453255,-34.565442,transporte_publico,LEVE
2367,LC-2019-0192762,1,2019-03-28,10,11,-58.519116,-34.589282,moto,LEVE
2368,LC-2019-0192958,1,2019-03-28,11,1,-58.381002,-34.622148,moto,LEVE
2369,LC-2019-0193027,1,2019-03-28,11,15,-58.477115,-34.595115,moto,LEVE
2370,LC-2019-0193078,1,2019-03-28,12,4,-58.405808,-34.643567,moto,LEVE
2372,LC-2019-0193174,1,2019-03-28,14,1,-58.369956,-34.602417,moto,LEVE
2373,LC-2019-0193271,1,2019-03-28,14,10,-58.506913,-34.618962,transporte_publico,LEVE
2374,LC-2019-0193377,1,2019-03-28,15,15,-58.448743,-34.597953,moto,LEVE
2375,LC-2019-0193804,1,2019-03-28,15,6,-58.428809,-34.618373,transporte_publico,LEVE
2376,LC-2019-0193883,1,2019-03-28,17,2,-58.391726,-34.584756,moto,LEVE
2377,LC-2019-0193889,1,2019-03-28,15,10,-58.477149,-34.626504,moto,LEVE
2378,LC-2019-0194018,1,2019-03-28,16,11,-58.474189,-34.620496,moto,LEVE
2379,LC-2019-0194100,1,2019-03-28,10,14,-58.43395,-34.587495,moto,LEVE
2380,LC-2019-0194129,1,2019-03-28,18,14,-58.407691,-34.58168,moto,LEVE
2381,LC-2019-0194183,1,2019-03-28,17,14,-58.437173,-34.58642,moto,LEVE
2382,LC-2019-0194192,1,2019-03-28,17,13,-58.462142,-34.5574,moto,LEVE
2383,LC-2019-0194315,1,2019-03-28,19,14,-58.403444,-34.577624,moto,LEVE
2384,LC-2019-0194324,1,2019-03-28,19,4,-58.390224,-34.634177,moto,LEVE
2385,LC-2019-0194339,1,2019-03-28,18,10,-58.513938,-34.619324,moto,LEVE
2386,LC-2019-0194363,1,2019-03-28,20,7,-58.463243,-34.628999,transporte_publico,LEVE
2387,LC-2019-0194401,2,2019-03-28,20,4,-58.374588,-34.638672,transporte_publico,LEVE
2388,LC-2019-0194430,1,2019-03-28,18,4,-58.412289,-34.64782,auto,LEVE
2389,LC-2019-0194731,1,2019-03-28,22,14,-58.421746,-34.571823,moto,LEVE
2390,LC-2019-0194864,1,2019-03-28,12,12,-58.475488,-34.539371,moto,LEVE
2392,LC-2019-0195897,1,2019-03-29,13,1,-58.381976,-34.588698,ciclista,LEVE
2393,LC-2019-0195909,2,2019-03-29,12,11,-58.473139,-34.605584,ciclista,LEVE
2394,LC-2019-0196849,1,2019-03-29,19,6,-58.440996,-34.613949,ciclista,LEVE
2395,LC-2019-0196937,1,2019-03-29,19,14,-58.411194,-34.590346,ciclista,LEVE
2396,LC-2019-0194675,1,2019-03-29,0,13,-58.466491,-34.562191,moto,LEVE
2397,LC-2019-0194781,1,2019-03-29,3,12,-58.504099,-34.567176,moto,LEVE
2398,LC-2019-0194802,1,2019-03-29,2,2,-58.397222,-34.587461,moto,LEVE
2399,LC-2019-0194878,2,2019-03-29,4,13,-58.460976,-34.560338,moto,LEVE
2401,LC-2019-0195101,1,2019-03-29,8,15,-58.450955,-34.580502,moto,LEVE
2402,LC-2019-0195235,1,2019-03-29,10,11,-58.48182,-34.610909,moto,LEVE
2403,LC-2019-0195255,2,2019-03-29,10,7,-58.429055,-34.629465,moto,LEVE
2404,LC-2019-0195285,1,2019-03-29,8,15,-58.452211,-34.582471,transporte_publico,LEVE
2405,LC-2019-0195472,1,2019-03-29,8,11,-58.50511,-34.593986,moto,LEVE
2409,LC-2019-0196131,1,2019-03-29,14,7,-58.438277,-34.638089,moto,LEVE
2410,LC-2019-0196230,1,2019-03-29,12,4,-58.396688,-34.651431,moto,LEVE
2411,LC-2019-0196264,2,2019-03-29,16,10,-58.505354,-34.62902,moto,LEVE
2412,LC-2019-0196334,2,2019-03-29,16,13,-58.459289,-34.559191,transporte_publico,LEVE
2415,LC-2019-0196503,1,2019-03-29,16,10,-58.530057,-34.62288,moto,LEVE
2416,LC-2019-0196641,1,2019-03-29,18,1,-58.389598,-34.600712,moto,LEVE
2417,LC-2019-0196676,1,2019-03-29,17,8,-58.463207,-34.691943,moto,LEVE
2418,LC-2019-0196728,1,2019-03-29,15,13,-58.458695,-34.577045,moto,LEVE
2419,LC-2019-0196735,1,2019-03-29,16,11,-58.465678,-34.61628,moto,LEVE
2420,LC-2019-0196771,2,2019-03-29,18,7,-58.454329,-34.639387,moto,LEVE
2421,LC-2019-0196788,1,2019-03-29,18,13,-58.449274,-34.540487,moto,LEVE
2422,LC-2019-0196801,1,2019-03-29,17,15,-58.447601,-34.591702,transporte_publico,LEVE
2423,LC-2019-0196885,1,2019-03-29,19,4,-58.388802,-34.65384,moto,LEVE
2424,LC-2019-0196914,1,2019-03-29,16,1,,,moto,LEVE
2425,LC-2019-0196951,1,2019-03-29,18,14,-58.406178,-34.583459,moto,LEVE
2426,LC-2019-0197085,1,2019-03-29,18,4,-58.40743,-34.637518,transporte_publico,LEVE
2427,LC-2019-0197133,1,2019-03-29,20,7,-58.473461,-34.622173,moto,LEVE
2428,LC-2019-0197240,1,2019-03-29,22,14,-58.417435,-34.586076,moto,LEVE
2429,LC-2019-0197267,2,2019-03-29,19,11,-58.518535,-34.619007,moto,LEVE
2430,LC-2019-0197269,1,2019-03-29,22,14,-58.417435,-34.586076,moto,LEVE
2431,LC-2019-0197270,1,2019-03-29,22,3,-58.407084,-34.624388,moto,LEVE
2432,LC-2019-0197312,1,2019-03-29,20,9,-58.517143,-34.633084,transporte_publico,LEVE
2433,LC-2019-0197398,1,2019-03-29,20,12,-58.479441,-34.572787,moto,LEVE
2434,LC-2019-0199719,2,2019-03-29,22,15,-58.441542,-34.592987,moto,LEVE
2435,LC-2019-0199963,1,2019-03-29,0,14,-58.40692,-34.578682,moto,LEVE
2436,LC-2019-0201697,1,2019-03-29,13,11,-58.511606,-34.600095,transporte_publico,LEVE
2437,LC-2019-0205832,1,2019-03-29,7,1,-58.382528,-34.599089,moto,LEVE
2438,LC-2019-0259317,1,2019-03-29,15,7,-58.463819,-34.640607,transporte_publico,LEVE
2439,LC-2019-0197894,1,2019-03-30,2,1,-58.380983,-34.603668,ciclista,LEVE
2440,LC-2019-0198272,1,2019-03-30,11,11,-58.48222,-34.610407,ciclista,LEVE
2441,LC-2019-0198367,1,2019-03-30,10,15,-58.436197,-34.595234,ciclista,LEVE
2442,LC-2019-0198572,1,2019-03-30,11,6,-58.436798,-34.619563,ciclista,LEVE
2443,LC-2019-0198647,1,2019-03-30,14,4,-58.404057,-34.635536,ciclista,LEVE
2444,LC-2019-0198941,1,2019-03-30,18,13,-58.45272,-34.559619,transporte_publico,LEVE
2445,LC-2019-0199245,1,2019-03-30,21,2,-58.393042,-34.59871,ciclista,LEVE
2446,LC-2019-0220103,1,2019-03-30,2,7,-58.473483,-34.63179,moto,LEVE
2447,LC-2019-0197364,1,2019-03-30,0,5,-58.42888,-34.615032,moto,LEVE
2448,LC-2019-0198145,1,2019-03-30,9,13,-58.465188,-34.547435,moto,LEVE
2449,LC-2019-0198379,2,2019-03-30,11,8,-58.477146,-34.670581,camion,LEVE
2450,LC-2019-0198442,1,2019-03-30,11,15,-58.457831,-34.597039,moto,LEVE
2451,LC-2019-0198492,2,2019-03-30,13,13,-58.458568,-34.561513,moto,LEVE
2452,LC-2019-0198605,2,2019-03-30,13,6,-58.438595,-34.628716,moto,LEVE
2453,LC-2019-0198983,1,2019-03-30,17,11,-58.492757,-34.597287,moto,LEVE
2454,LC-2019-0199171,1,2019-03-30,21,9,-58.495938,-34.653344,moto,LEVE
2455,LC-2019-0199193,1,2019-03-30,22,7,-58.458917,-34.623468,moto,LEVE
2456,LC-2019-0199211,1,2019-03-30,20,1,-58.378287,-34.598908,moto,LEVE
2457,LC-2019-0199275,1,2019-03-30,22,10,-58.518881,-34.628814,moto,LEVE
2458,LC-2019-0200001,1,2019-03-30,21,10,-58.504454,-34.623303,ciclista,LEVE
2459,LC-2019-0200346,1,2019-03-30,15,14,-58.409503,-34.588226,moto,LEVE
2460,LC-2019-0240866,2,2019-03-30,14,8,-58.489352,-34.676484,moto,LEVE
2461,LC-2019-0200045,1,2019-03-31,16,4,-58.414899,-34.647076,ciclista,LEVE
2462,LC-2019-0200333,1,2019-03-31,21,4,-58.377568,-34.647845,ciclista,LEVE
2463,LC-2019-0200490,1,2019-03-31,23,6,-58.428796,-34.617185,ciclista,LEVE
2464,LC-2019-0199313,1,2019-03-31,22,1,-58.39087,-34.610322,transporte_publico,LEVE
2465,LC-2019-0199316,1,2019-03-31,1,8,-58.484326,-34.676656,transporte_publico,LEVE
2466,LC-2019-0199388,1,2019-03-31,0,13,-58.443637,-34.562827,moto,LEVE
2467,LC-2019-0199396,1,2019-03-31,3,5,-58.415783,-34.61562,moto,LEVE
2468,LC-2019-0199416,3,2019-03-31,2,10,-58.508309,-34.626829,moto,LEVE
2469,LC-2019-0199469,1,2019-03-31,5,15,-58.469531,-34.580493,moto,LEVE
2470,LC-2019-0199493,2,2019-03-31,5,5,-58.419984,-34.608111,moto,LEVE
2471,LC-2019-0199565,1,2019-03-31,9,7,-58.454913,-34.64,moto,LEVE
2472,LC-2019-0199570,1,2019-03-31,9,3,-58.402149,-34.619785,moto,LEVE
2473,LC-2019-0199650,1,2019-03-31,10,10,-58.475654,-34.632315,auto,LEVE
2474,LC-2019-0199748,1,2019-03-31,10,10,-58.481709,-34.633778,transporte_publico,LEVE
2475,LC-2019-0199756,1,2019-03-31,12,12,-58.500649,-34.552046,moto,LEVE
2477,LC-2019-0199955,1,2019-03-31,12,5,-58.419697,-34.615747,moto,LEVE
2478,LC-2019-0200092,2,2019-03-31,17,11,-58.471665,-34.6063,moto,LEVE
2479,LC-2019-0200113,1,2019-03-31,17,14,-58.415956,-34.585151,moto,LEVE
2480,LC-2019-0200171,1,2019-03-31,15,1,-58.384284,-34.59086,moto,LEVE
2481,LC-2019-0200204,2,2019-03-31,19,14,-58.432934,-34.584028,transporte_publico,LEVE
2482,LC-2019-0200398,1,2019-03-31,22,4,-58.406405,-34.630279,moto,LEVE
2483,LC-2019-0200435,1,2019-03-31,19,1,-58.378079,-34.60349,moto,LEVE
2484,LC-2019-0200456,1,2019-03-31,23,5,-58.419515,-34.603319,moto,LEVE
2485,LC-2019-0208599,1,2019-03-31,21,9,-58.467398,-34.651176,moto,LEVE
2488,LC-2019-0201531,1,2019-04-01,10,1,-58.372134,-34.608928,ciclista,LEVE
2489,LC-2019-0201579,1,2019-04-01,9,9,-58.518264,-34.6506,ciclista,LEVE
2490,LC-2019-0214093,1,2019-04-01,17,15,-58.444751,-34.599753,ciclista,LEVE
2491,LC-2019-0200655,1,2019-04-01,5,10,-58.531068,-34.614655,moto,LEVE
2492,LC-2019-0200684,1,2019-04-01,6,9,-58.49176,-34.65663,moto,LEVE
2495,LC-2019-0201326,1,2019-04-01,10,14,-58.419477,-34.587353,moto,LEVE
2496,LC-2019-0201339,1,2019-04-01,8,14,,,moto,LEVE
2497,LC-2019-0201479,1,2019-04-01,12,10,-58.481419,-34.627749,moto,LEVE
2498,LC-2019-0201646,1,2019-04-01,13,9,,,camion,LEVE
2500,LC-2019-0201700,1,2019-04-01,12,14,-58.424383,-34.579292,transporte_publico,LEVE
2501,LC-2019-0202125,1,2019-04-01,12,11,-58.469351,-34.609334,moto,LEVE
2503,LC-2019-0202529,1,2019-04-01,15,11,-58.472253,-34.613823,moto,LEVE
2504,LC-2019-0202613,2,2019-04-01,13,15,-58.445706,-34.587653,moto,LEVE
2505,LC-2019-0202684,1,2019-04-01,17,7,-58.456116,-34.625091,moto,LEVE
2506,LC-2019-0202699,1,2019-04-01,15,15,-58.496893,-34.596645,moto,LEVE
2507,LC-2019-0202831,1,2019-04-01,18,14,-58.424079,-34.570823,moto,LEVE
2508,LC-2019-0202841,1,2019-04-01,17,15,-58.440576,-34.600871,transporte_publico,LEVE
2509,LC-2019-0202910,1,2019-04-01,17,10,-58.491094,-34.627009,moto,LEVE
2510,LC-2019-0203116,1,2019-04-01,19,1,-58.373281,-34.590127,moto,LEVE
2511,LC-2019-0203216,1,2019-04-01,16,14,-58.416804,-34.562341,moto,LEVE
2512,LC-2019-0203289,1,2019-04-01,21,3,-58.410351,-34.610438,moto,LEVE
2513,LC-2019-0203298,1,2019-04-01,16,3,-58.394824,-34.610511,moto,LEVE
2514,LC-2019-0203415,1,2019-04-01,15,13,-58.449543,-34.575478,moto,LEVE
2515,LC-2019-0203458,1,2019-04-01,20,15,-58.44721,-34.60429,moto,LEVE
2516,LC-2019-0203545,1,2019-04-01,23,15,-58.452855,-34.588154,moto,LEVE
2517,LC-2019-0205253,1,2019-04-01,8,3,-58.411155,-34.615341,moto,LEVE
2518,LC-2019-0206513,1,2019-04-01,15,1,-58.3816,-34.594178,moto,LEVE
2519,LC-2019-0218243,1,2019-04-01,10,1,-58.37975,-34.59897,transporte_publico,LEVE
2520,LC-2019-0294259,1,2019-04-01,19,1,-58.38514,-34.60391,moto,LEVE
2522,LC-2019-0203834,1,2019-04-02,9,9,-58.501639,-34.67398,ciclista,LEVE
2523,LC-2019-0204344,1,2019-04-02,16,13,-58.469589,-34.541477,transporte_publico,LEVE
2524,LC-2019-0204536,1,2019-04-02,19,1,-58.365513,-34.623923,moto,LEVE
2525,LC-2019-0204635,1,2019-04-02,18,15,-58.478002,-34.584058,ciclista,LEVE
2526,LC-2019-0203477,1,2019-04-02,21,4,-58.416734,-34.656734,moto,LEVE
2527,LC-2019-0203551,1,2019-04-02,1,14,-58.426398,-34.583013,moto,LEVE
2528,LC-2019-0203857,1,2019-04-02,8,10,-58.488524,-34.639635,moto,LEVE
2529,LC-2019-0203865,2,2019-04-02,7,1,-58.379517,-34.632208,moto,LEVE
2530,LC-2019-0203870,1,2019-04-02,9,9,-58.528554,-34.646993,moto,LEVE
2531,LC-2019-0203990,1,2019-04-02,11,15,-58.455177,-34.587365,transporte_publico,LEVE
2532,LC-2019-0204056,1,2019-04-02,12,3,-58.396859,-34.627908,moto,LEVE
2533,LC-2019-0204212,1,2019-04-02,12,2,-58.39292,-34.590936,moto,LEVE
2534,LC-2019-0204274,1,2019-04-02,14,12,-58.47343,-34.550495,moto,LEVE
2535,LC-2019-0204470,1,2019-04-02,17,5,-58.419309,-34.621269,moto,LEVE
2536,LC-2019-0204617,2,2019-04-02,16,14,-58.425522,-34.560638,moto,LEVE
2537,LC-2019-0204815,1,2019-04-02,22,7,-58.464644,-34.628027,moto,LEVE
2538,LC-2019-0204816,1,2019-04-02,22,7,-58.428499,-34.631579,moto,LEVE
2539,LC-2019-0204817,1,2019-04-02,21,10,-58.493659,-34.636619,moto,LEVE
2540,LC-2019-0204827,1,2019-04-02,22,4,-58.405611,-34.637121,moto,LEVE
2541,LC-2019-0204899,2,2019-04-02,19,8,-58.480859,-34.669722,moto,LEVE
2542,LC-2019-0204934,1,2019-04-02,22,12,-58.493064,-34.578205,moto,LEVE
2543,LC-2019-0206901,2,2019-04-02,20,12,-58.481511,-34.565691,moto,LEVE
2544,LC-2019-0236625,1,2019-04-02,23,15,-58.469946,-34.575589,auto,LEVE
2545,LC-2019-0205227,1,2019-04-03,9,13,-58.450915,-34.552944,ciclista,LEVE
2546,LC-2019-0207601,1,2019-04-03,22,7,-58.425181,-34.639402,ciclista,LEVE
2547,LC-2019-0210392,1,2019-04-03,17,10,-58.498538,-34.616632,ciclista,LEVE
2548,LC-2019-0204984,1,2019-04-03,1,10,-58.529677,-34.612596,moto,LEVE
2549,LC-2019-0204986,1,2019-04-03,1,9,-58.519402,-34.657874,moto,LEVE
2550,LC-2019-0205008,1,2019-04-03,3,6,-58.428321,-34.619423,moto,LEVE
2551,LC-2019-0205290,1,2019-04-03,8,3,-58.40504,-34.619152,moto,LEVE
2552,LC-2019-0205320,1,2019-04-03,9,13,-58.444495,-34.581896,moto,LEVE
2553,LC-2019-0205324,1,2019-04-03,8,2,-58.403049,-34.595745,transporte_publico,LEVE
2554,LC-2019-0205332,1,2019-04-03,9,4,-58.415305,-34.647151,moto,LEVE
2555,LC-2019-0205404,2,2019-04-03,8,2,-58.397222,-34.587461,transporte_publico,LEVE
2556,LC-2019-0205439,1,2019-04-03,8,7,-58.441006,-34.630153,moto,LEVE
2557,LC-2019-0205444,1,2019-04-03,9,10,-58.529565,-34.631052,moto,LEVE
2558,LC-2019-0205591,1,2019-04-03,8,9,-58.528413,-34.650156,moto,LEVE
2559,LC-2019-0205787,1,2019-04-03,11,7,-58.449778,-34.63919,moto,LEVE
2560,LC-2019-0205809,1,2019-04-03,12,1,-58.382528,-34.599089,moto,LEVE
2561,LC-2019-0206274,2,2019-04-03,13,8,-58.477954,-34.672793,moto,LEVE
2562,LC-2019-0206391,1,2019-04-03,9,6,-58.441022,-34.620403,transporte_publico,LEVE
2563,LC-2019-0206632,1,2019-04-03,10,6,-58.427945,-34.621329,moto,LEVE
2564,LC-2019-0206925,1,2019-04-03,17,13,-58.465188,-34.547435,moto,LEVE
2565,LC-2019-0206939,1,2019-04-03,17,14,-58.424383,-34.579292,transporte_publico,LEVE
2566,LC-2019-0207104,1,2019-04-03,14,4,-58.403132,-34.647555,moto,LEVE
2567,LC-2019-0207196,2,2019-04-03,17,12,-58.488462,-34.551709,moto,LEVE
2568,LC-2019-0207219,2,2019-04-03,17,12,-58.477098,-34.539006,transporte_publico,LEVE
2569,LC-2019-0207227,1,2019-04-03,16,8,-58.460009,-34.689009,moto,LEVE
2570,LC-2019-0207230,1,2019-04-03,19,12,-58.476951,-34.574005,moto,LEVE
2571,LC-2019-0207234,1,2019-04-03,19,3,-58.408535,-34.601008,ciclista,LEVE
2572,LC-2019-0207330,1,2019-04-03,18,2,-58.405545,-34.594551,moto,LEVE
2573,LC-2019-0207413,1,2019-04-03,20,13,-58.447293,-34.547014,moto,LEVE
2574,LC-2019-0207428,1,2019-04-03,17,8,-58.428622,-34.660288,transporte_publico,LEVE
2575,LC-2019-0207464,1,2019-04-03,20,9,-58.503233,-34.665096,moto,LEVE
2576,LC-2019-0207574,1,2019-04-03,19,14,-58.417435,-34.586076,moto,LEVE
2577,LC-2019-0207589,1,2019-04-03,22,2,-58.402354,-34.594442,moto,LEVE
2578,LC-2019-0207646,1,2019-04-03,19,11,-58.520806,-34.595076,moto,LEVE
2579,LC-2019-0207772,1,2019-04-03,23,7,-58.444408,-34.651062,auto,LEVE
2580,LC-2019-0207808,1,2019-04-03,22,15,-58.424958,-34.597851,moto,LEVE
2582,LC-2019-0210354,1,2019-04-03,18,14,-58.441453,-34.585247,moto,LEVE
2583,LC-2019-0214709,2,2019-04-03,13,9,-58.506949,-34.643448,moto,LEVE
2584,LC-2019-0219006,1,2019-04-03,22,8,-58.460718,-34.703796,moto,LEVE
2585,LC-2019-0226531,1,2019-04-03,11,1,-58.373546,-34.591004,transporte_publico,LEVE
2586,LC-2019-0238588,1,2019-04-03,8,12,-58.48797,-34.545057,moto,LEVE
2587,LC-2019-0208339,1,2019-04-04,6,6,-58.430087,-34.625432,ciclista,LEVE
2589,LC-2019-0209856,1,2019-04-04,16,15,-58.430458,-34.598309,ciclista,LEVE
2590,LC-2019-0210508,1,2019-04-04,22,5,-58.413577,-34.625138,ciclista,LEVE
2592,LC-2019-0207858,1,2019-04-04,1,5,-58.420065,-34.608542,moto,LEVE
2593,LC-2019-0207914,1,2019-04-04,0,4,-58.40057,-34.651069,moto,LEVE
2594,LC-2019-0207971,1,2019-04-04,5,9,-58.517141,-34.652761,moto,LEVE
2595,LC-2019-0208041,1,2019-04-04,8,7,,,moto,LEVE
2597,LC-2019-0208385,1,2019-04-04,9,9,-58.494443,-34.650565,moto,LEVE
2598,LC-2019-0208408,1,2019-04-04,9,7,-58.456487,-34.646829,transporte_publico,LEVE
2599,LC-2019-0208442,1,2019-04-04,10,7,-58.470799,-34.62786,moto,LEVE
2600,LC-2019-0208795,1,2019-04-04,12,5,-58.424165,-34.6372,moto,LEVE
2601,LC-2019-0209040,1,2019-04-04,12,15,-58.450878,-34.599308,moto,LEVE
2602,LC-2019-0209063,1,2019-04-04,11,13,-58.45997,-34.55804,moto,LEVE
2603,LC-2019-0209082,1,2019-04-04,13,7,-58.454154,-34.627395,moto,LEVE
2604,LC-2019-0209211,1,2019-04-04,15,14,-58.406178,-34.583459,transporte_publico,LEVE
2605,LC-2019-0209256,2,2019-04-04,15,8,-58.483677,-34.66944,transporte_publico,LEVE
2606,LC-2019-0209351,1,2019-04-04,13,15,-58.443795,-34.600618,moto,LEVE
2607,LC-2019-0209387,1,2019-04-04,13,7,-58.435541,-34.646508,moto,LEVE
2608,LC-2019-0209435,2,2019-04-04,16,5,-58.42471,-34.634861,moto,LEVE
2609,LC-2019-0209482,1,2019-04-04,16,10,-58.511023,-34.623727,moto,LEVE
2610,LC-2019-0209667,2,2019-04-04,12,9,-58.482332,-34.660135,moto,LEVE
2611,LC-2019-0209688,1,2019-04-04,17,13,-58.445708,-34.56955,auto,LEVE
2612,LC-2019-0209704,1,2019-04-04,16,11,-58.491358,-34.602565,moto,LEVE
2613,LC-2019-0209901,1,2019-04-04,17,7,,,moto,LEVE
2614,LC-2019-0209980,2,2019-04-04,16,9,-58.471478,-34.639116,moto,LEVE
2615,LC-2019-0210158,1,2019-04-04,20,6,-58.450956,-34.609962,moto,LEVE
2616,LC-2019-0210197,1,2019-04-04,17,1,-58.383472,-34.608576,moto,LEVE
2617,LC-2019-0210236,1,2019-04-04,18,10,-58.523033,-34.63416,moto,LEVE
2618,LC-2019-0210269,1,2019-04-04,20,1,-58.382506,-34.622304,moto,LEVE
2619,LC-2019-0210514,1,2019-04-04,23,4,-58.409614,-34.650741,transporte_publico,LEVE
2621,LC-2019-0230418,1,2019-04-04,11,15,-58.468913,-34.60186,moto,LEVE
2623,LC-2019-0211284,1,2019-04-05,10,11,-58.487296,-34.613074,ciclista,LEVE
2624,LC-2019-0210575,2,2019-04-05,1,14,-58.431674,-34.5831,moto,LEVE
2625,LC-2019-0210586,1,2019-04-05,1,12,-58.493416,-34.571404,moto,LEVE
2626,LC-2019-0210840,1,2019-04-05,8,3,-58.391704,-34.618157,moto,LEVE
2627,LC-2019-0211083,1,2019-04-05,8,4,-58.420498,-34.650363,moto,LEVE
2628,LC-2019-0211084,1,2019-04-05,7,9,-58.495873,-34.649537,moto,LEVE
2629,LC-2019-0211189,1,2019-04-05,10,15,-58.478002,-34.584058,moto,LEVE
2630,LC-2019-0211393,1,2019-04-05,8,12,-58.506891,-34.565272,moto,LEVE
