,id,n_victimas,fecha,hora,comuna,longitud,latitud,victima,gravedad
0,LC-2019-0000179,1,2019-01-01,9,14,-58.408911,-34.559658,ciclista,LEVE
1,LC-2019-0000053,1,2019-01-01,1,8,-58.44351,-34.669125,auto,LEVE
2,LC-2019-0000063,1,2019-01-01,2,8,-58.468335,-34.677556,moto,LEVE
3,LC-2019-0000079,1,2019-01-01,2,7,-58.437425,-34.647349,moto,LEVE
4,LC-2019-0000082,4,2019-01-01,4,3,-58.398225,-34.604579,transporte_publico,LEVE
5,LC-2019-0000136,2,2019-01-01,8,15,-58.439392,-34.588108,moto,LEVE
6,LC-2019-0000142,1,2019-01-01,7,11,-58.519116,-34.589282,moto,LEVE
7,LC-2019-0000194,1,2019-01-01,7,9,-58.528413,-34.650156,auto,LEVE
8,LC-2019-0000202,1,2019-01-01,9,1,-58.371488,-34.598416,moto,LEVE
9,LC-2019-0000329,1,2019-01-01,12,4,-58.404748,-34.648387,auto,LEVE
10,LC-2019-0000347,1,2019-01-01,12,7,-58.442125,-34.649498,auto,LEVE
11,LC-2019-0000445,3,2019-01-01,13,11,-58.524662,-34.603255,auto,LEVE
12,LC-2019-0000493,1,2019-01-01,13,4,-58.376137,-34.651461,transporte_publico,LEVE
13,LC-2019-0000600,1,2019-01-01,19,1,-58.374154,-34.591108,transporte_publico,LEVE
14,LC-2019-0000636,1,2019-01-01,18,9,-58.505709,-34.654463,moto,LEVE
15,LC-2019-0000647,1,2019-01-01,18,12,-58.490436,-34.583403,moto,LEVE
16,LC-2019-0000686,1,2019-01-01,21,9,-58.512313,-34.661307,moto,LEVE
17,LC-2019-0005235,1,2019-01-01,3,2,-58.399038,-34.598285,moto,LEVE
18,LC-2019-0002218,1,2019-01-02,15,1,-58.373748,-34.604635,ciclista,LEVE
19,LC-2019-0000928,1,2019-01-02,7,5,,,moto,LEVE
20,LC-2019-0000963,5,2019-01-02,8,6,-58.447266,-34.622984,transporte_publico,LEVE
21,LC-2019-0001754,1,2019-01-02,12,5,-58.415098,-34.620858,moto,LEVE
22,LC-2019-0001879,1,2019-01-02,13,1,-58.37226,-34.596132,moto,LEVE
23,LC-2019-0001948,1,2019-01-02,12,14,-58.448666,-34.567927,transporte_publico,LEVE
24,LC-2019-0001987,1,2019-01-02,13,13,-58.468124,-34.552719,moto,LEVE
25,LC-2019-0001992,1,2019-01-02,14,1,-58.37226,-34.596132,moto,LEVE
26,LC-2019-0002083,1,2019-01-02,5,13,-58.474535,-34.53838,moto,LEVE
27,LC-2019-0002208,1,2019-01-02,15,4,-58.398009,-34.638178,moto,LEVE
28,LC-2019-0002740,1,2019-01-02,17,8,-58.464704,-34.690814,moto,LEVE
29,LC-2019-0003220,2,2019-01-02,19,3,-58.39338,-34.609275,moto,LEVE
30,LC-2019-0003340,1,2019-01-02,23,1,-58.370261,-34.606522,moto,LEVE
31,LC-2019-0005610,1,2019-01-02,7,1,-58.373281,-34.590127,auto,LEVE
32,LC-2019-0020183,1,2019-01-02,15,11,-58.461782,-34.612442,moto,LEVE
33,LC-2019-0022496,1,2019-01-02,10,4,,,moto,LEVE
34,LC-2019-0003428,1,2019-01-03,2,1,-58.370261,-34.606522,moto,LEVE
35,LC-2019-0003432,1,2019-01-03,2,4,-58.370256,-34.633619,moto,LEVE
36,LC-2019-0003642,1,2019-01-03,8,4,-58.389014,-34.651172,moto,LEVE
37,LC-2019-0003787,1,2019-01-03,16,10,-58.516946,-34.620214,moto,LEVE
38,LC-2019-0003862,2,2019-01-03,9,14,-58.420172,-34.587788,moto,LEVE
39,LC-2019-0003884,1,2019-01-03,9,1,-58.374037,-34.624434,moto,LEVE
40,LC-2019-0004144,1,2019-01-03,11,13,-58.458802,-34.572009,moto,LEVE
41,LC-2019-0004229,1,2019-01-03,12,2,-58.409433,-34.598087,transporte_publico,LEVE
42,LC-2019-0004442,2,2019-01-03,11,12,-58.471429,-34.560095,moto,LEVE
43,LC-2019-0004565,1,2019-01-03,13,10,-58.502861,-34.634383,moto,LEVE
44,LC-2019-0004621,1,2019-01-03,13,3,-58.402885,-34.61544,moto,LEVE
45,LC-2019-0004622,1,2019-01-03,14,12,-58.49491,-34.547957,auto,LEVE
46,LC-2019-0004652,1,2019-01-03,14,15,-58.455131,-34.605272,moto,LEVE
47,LC-2019-0004717,1,2019-01-03,12,12,-58.480138,-34.556424,moto,LEVE
48,LC-2019-0004718,1,2019-01-03,12,4,-58.403486,-34.648017,camion,LEVE
49,LC-2019-0005334,1,2019-01-03,16,9,-58.514805,-34.66058,moto,LEVE
50,LC-2019-0005614,1,2019-01-03,11,3,-58.411121,-34.606091,moto,LEVE
51,LC-2019-0005622,1,2019-01-03,18,9,-58.5013,-34.650495,transporte_publico,LEVE
52,LC-2019-0005638,2,2019-01-03,19,5,-58.419078,-34.637644,moto,LEVE
53,LC-2019-0005647,1,2019-01-03,19,1,-58.38184,-34.596726,moto,LEVE
54,LC-2019-0005681,1,2019-01-03,18,12,-58.473539,-34.543295,moto,LEVE
55,LC-2019-0005764,1,2019-01-03,20,15,-58.495341,-34.591985,moto,LEVE
56,LC-2019-0005815,1,2019-01-03,20,10,-58.486064,-34.640477,moto,LEVE
57,LC-2019-0005979,1,2019-01-03,21,7,-58.4585,-34.615899,moto,LEVE
58,LC-2019-0007021,1,2019-01-04,10,13,-58.44917,-34.56181,ciclista,LEVE
59,LC-2019-0007536,1,2019-01-04,13,12,-58.505206,-34.567724,ciclista,LEVE
60,LC-2019-0006068,2,2019-01-04,2,3,-58.39763,-34.617325,moto,LEVE
61,LC-2019-0006306,1,2019-01-04,8,3,-58.409257,-34.620021,moto,LEVE
62,LC-2019-0006547,1,2019-01-04,2,9,-58.500852,-34.673463,moto,LEVE
63,LC-2019-0006638,2,2019-01-04,9,10,-58.496239,-34.636075,moto,LEVE
64,LC-2019-0006659,1,2019-01-04,9,12,-58.512465,-34.584012,auto,LEVE
65,LC-2019-0006789,1,2019-01-04,11,13,-58.440762,-34.551161,moto,LEVE
66,LC-2019-0006837,1,2019-01-04,10,1,-58.371576,-34.619382,moto,LEVE
67,LC-2019-0006857,1,2019-01-04,9,12,-58.50378,-34.573907,moto,LEVE
68,LC-2019-0007002,1,2019-01-04,11,9,-58.498813,-34.657353,moto,LEVE
69,LC-2019-0007187,1,2019-01-04,12,11,-58.486836,-34.611405,moto,LEVE
70,LC-2019-0007294,1,2019-01-04,12,15,-58.467221,-34.579471,moto,LEVE
71,LC-2019-0007336,1,2019-01-04,14,9,-58.469778,-34.649672,auto,LEVE
73,LC-2019-0007660,1,2019-01-04,15,6,-58.432988,-34.620044,moto,LEVE
74,LC-2019-0007701,1,2019-01-04,16,4,-58.3743,-34.640305,moto,LEVE
75,LC-2019-0007778,1,2019-01-04,17,9,-58.514654,-34.64153,moto,LEVE
76,LC-2019-0008077,1,2019-01-04,16,15,-58.477241,-34.595179,moto,LEVE
77,LC-2019-0008227,1,2019-01-04,19,5,-58.413443,-34.626664,auto,LEVE
78,LC-2019-0008238,2,2019-01-04,19,15,-58.479158,-34.590782,moto,LEVE
80,LC-2019-0008314,1,2019-01-04,5,15,-58.453898,-34.58744,transporte_publico,LEVE
81,LC-2019-0008367,1,2019-01-04,20,6,-58.439337,-34.608879,moto,LEVE
82,LC-2019-0008388,3,2019-01-04,20,15,-58.454242,-34.585794,transporte_publico,LEVE
83,LC-2019-0008467,1,2019-01-04,22,10,-58.529911,-34.625715,moto,LEVE
84,LC-2019-0008493,1,2019-01-04,18,15,-58.444788,-34.584513,moto,LEVE
85,LC-2019-0008496,1,2019-01-04,22,13,-58.451299,-34.58028,moto,LEVE
86,LC-2019-0008565,1,2019-01-04,23,4,-58.391554,-34.635687,auto,LEVE
87,LC-2019-0008566,1,2019-01-04,21,10,-58.514329,-34.617879,transporte_publico,LEVE
88,LC-2019-0011897,1,2019-01-04,15,3,-58.402176,-34.623778,transporte_publico,LEVE
89,LC-2019-0017883,1,2019-01-04,16,14,-58.421782,-34.597734,moto,LEVE
90,LC-2019-0020135,1,2019-01-04,22,8,-58.474577,-34.68688,moto,LEVE
91,LC-2019-0020930,1,2019-01-04,21,12,-58.4727,-34.560778,moto,LEVE
92,LC-2019-0267364,1,2019-01-04,14,3,-58.404144,-34.617043,moto,LEVE
94,LC-2019-0009312,1,2019-01-05,13,10,-58.5011,-34.636705,moto,LEVE
95,LC-2019-0052387,1,2019-01-05,23,3,-58.407935,-34.618887,moto,LEVE
96,LC-2019-0008603,1,2019-01-05,0,5,-58.416892,-34.610987,moto,LEVE
97,LC-2019-0008860,3,2019-01-05,6,4,-58.412835,-34.655086,transporte_publico,LEVE
98,LC-2019-0008916,1,2019-01-05,9,3,-58.403052,-34.625845,auto,LEVE
99,LC-2019-0008924,1,2019-01-05,8,3,-58.392912,-34.619174,moto,LEVE
100,LC-2019-0009068,1,2019-01-05,11,10,-58.529805,-34.627034,moto,LEVE
101,LC-2019-0009123,1,2019-01-05,11,10,-58.501286,-34.622979,moto,LEVE
102,LC-2019-0009194,1,2019-01-05,11,3,-58.405445,-34.627374,moto,LEVE
103,LC-2019-0009305,1,2019-01-05,10,8,-58.442861,-34.657568,moto,LEVE
104,LC-2019-0009325,1,2019-01-05,6,1,-58.36793,-34.605172,moto,LEVE
105,LC-2019-0009392,1,2019-01-05,15,15,-58.441826,-34.60066,moto,LEVE
106,LC-2019-0009580,1,2019-01-05,16,13,-58.467688,-34.549342,transporte_publico,LEVE
107,LC-2019-0009722,1,2019-01-05,19,8,-58.47462,-34.683043,moto,LEVE
108,LC-2019-0009807,2,2019-01-05,20,9,-58.465951,-34.658307,moto,LEVE
109,LC-2019-0010031,1,2019-01-05,23,15,-58.474932,-34.604173,moto,LEVE
110,LC-2019-0010621,1,2019-01-05,21,10,-58.488908,-34.634216,moto,LEVE
111,LC-2019-0012840,1,2019-01-05,22,11,-58.493016,-34.601758,transporte_publico,LEVE
112,LC-2019-0010050,1,2019-01-06,2,7,-58.469868,-34.633801,ciclista,LEVE
113,LC-2019-0010105,1,2019-01-06,3,1,-58.381483,-34.594546,moto,LEVE
114,LC-2019-0010145,1,2019-01-06,3,11,-58.50758,-34.604624,auto,LEVE
115,LC-2019-0010228,1,2019-01-06,7,2,-58.405356,-34.590326,moto,LEVE
116,LC-2019-0010301,1,2019-01-06,8,1,-58.378123,-34.602378,auto,LEVE
117,LC-2019-0010436,2,2019-01-06,12,1,-58.380012,-34.622135,moto,LEVE
118,LC-2019-0010649,1,2019-01-06,18,2,-58.411924,-34.598002,moto,LEVE
119,LC-2019-0010661,1,2019-01-06,18,6,-58.447447,-34.625172,moto,LEVE
120,LC-2019-0010730,1,2019-01-06,19,15,-58.447169,-34.605403,transporte_publico,LEVE
121,LC-2019-0010814,1,2019-01-06,20,14,-58.419283,-34.587575,moto,LEVE
122,LC-2019-0010884,2,2019-01-06,21,12,-58.493326,-34.54837,moto,LEVE
124,LC-2019-0013589,1,2019-01-07,20,7,-58.471575,-34.626368,ciclista,LEVE
125,LC-2019-0021745,1,2019-01-07,12,11,-58.528155,-34.611798,ciclista,LEVE
126,LC-2019-0011004,1,2019-01-07,1,5,-58.418829,-34.62583,moto,LEVE
127,LC-2019-0011053,1,2019-01-07,1,6,-58.43953,-34.628853,transporte_publico,LEVE
129,LC-2019-0011335,1,2019-01-07,9,13,,,moto,LEVE
130,LC-2019-0011431,1,2019-01-07,7,9,-58.507922,-34.656089,transporte_publico,LEVE
131,LC-2019-0011534,1,2019-01-07,10,3,-58.3958,-34.616021,moto,LEVE
132,LC-2019-0011575,2,2019-01-07,8,3,-58.397691,-34.618555,moto,LEVE
133,LC-2019-0011908,1,2019-01-07,9,13,-58.472974,-34.551674,moto,LEVE
134,LC-2019-0012172,1,2019-01-07,12,1,-58.384719,-34.612323,moto,LEVE
135,LC-2019-0012293,1,2019-01-07,13,9,-58.52877,-34.64373,moto,LEVE
136,LC-2019-0012508,1,2019-01-07,13,1,-58.380897,-34.624645,transporte_publico,LEVE
137,LC-2019-0012578,1,2019-01-07,14,5,-58.41618,-34.635318,moto,LEVE
138,LC-2019-0012580,1,2019-01-07,13,12,-58.48935,-34.549178,moto,LEVE
139,LC-2019-0012638,1,2019-01-07,15,9,-58.511016,-34.666649,moto,LEVE
140,LC-2019-0012821,1,2019-01-07,16,1,-58.380622,-34.619758,moto,LEVE
141,LC-2019-0012823,1,2019-01-07,16,14,-58.415573,-34.555241,moto,LEVE
142,LC-2019-0013193,1,2019-01-07,18,11,-58.476096,-34.618101,moto,LEVE
143,LC-2019-0013235,1,2019-01-07,17,7,-58.468682,-34.634692,ciclista,LEVE
144,LC-2019-0013261,1,2019-01-07,18,3,-58.39669,-34.623003,moto,LEVE
145,LC-2019-0013370,1,2019-01-07,18,12,-58.475488,-34.539371,transporte_publico,LEVE
146,LC-2019-0013412,2,2019-01-07,18,5,-58.417434,-34.621129,moto,LEVE
147,LC-2019-0013440,1,2019-01-07,19,3,-58.392772,-34.600806,moto,LEVE
148,LC-2019-0013452,1,2019-01-07,19,10,-58.510559,-34.625114,moto,LEVE
149,LC-2019-0013652,4,2019-01-07,19,1,-58.374439,-34.591666,transporte_publico,LEVE
150,LC-2019-0013857,2,2019-01-07,21,12,-58.486934,-34.545749,moto,LEVE
151,LC-2019-0015962,1,2019-01-07,18,3,-58.391962,-34.609233,transporte_publico,LEVE
152,LC-2019-0013801,1,2019-01-08,23,1,-58.3733,-34.613613,camion,LEVE
153,LC-2019-0014314,1,2019-01-08,9,5,-58.414935,-34.599599,ciclista,LEVE
154,LC-2019-0014448,1,2019-01-08,10,5,-58.41322,-34.638077,transporte_publico,LEVE
155,LC-2019-0014787,1,2019-01-08,10,15,-58.456416,-34.602389,ciclista,LEVE
156,LC-2019-0013840,1,2019-01-08,1,3,-58.407091,-34.601586,moto,LEVE
157,LC-2019-0013850,1,2019-01-08,2,2,-58.406632,-34.598045,moto,LEVE
158,LC-2019-0014140,1,2019-01-08,9,3,-58.411466,-34.613036,moto,LEVE
159,LC-2019-0014220,1,2019-01-08,8,3,-58.395595,-34.61614,moto,LEVE
160,LC-2019-0014442,1,2019-01-08,11,13,-58.432336,-34.551859,moto,LEVE
161,LC-2019-0014503,1,2019-01-08,9,13,-58.471008,-34.550526,moto,LEVE
162,LC-2019-0014534,1,2019-01-08,10,10,-58.49821,-34.628067,moto,LEVE
163,LC-2019-0014580,1,2019-01-08,11,3,-58.405934,-34.601726,moto,LEVE
164,LC-2019-0014644,2,2019-01-08,8,14,-58.425894,-34.59153,moto,LEVE
165,LC-2019-0014790,1,2019-01-08,10,5,-58.415783,-34.61562,moto,LEVE
166,LC-2019-0014956,1,2019-01-08,17,10,-58.473352,-34.634862,moto,LEVE
167,LC-2019-0015085,1,2019-01-08,13,1,-58.379401,-34.590102,moto,LEVE
168,LC-2019-0015193,1,2019-01-08,14,7,-58.467516,-34.621471,moto,LEVE
169,LC-2019-0015241,1,2019-01-08,12,8,-58.478558,-34.682602,moto,LEVE
170,LC-2019-0015361,1,2019-01-08,13,7,-58.464112,-34.62925,transporte_publico,LEVE
171,LC-2019-0015585,1,2019-01-08,15,8,-58.447442,-34.663275,moto,LEVE
172,LC-2019-0015614,1,2019-01-08,17,5,-58.417799,-34.600958,moto,LEVE
173,LC-2019-0015617,1,2019-01-08,15,15,-58.48365,-34.589491,moto,LEVE
174,LC-2019-0015700,1,2019-01-08,14,8,-58.489656,-34.664678,moto,LEVE
175,LC-2019-0015822,1,2019-01-08,17,3,-58.393345,-34.610431,moto,LEVE
176,LC-2019-0015879,1,2019-01-08,18,13,-58.445941,-34.562848,moto,LEVE
177,LC-2019-0016012,1,2019-01-08,18,15,-58.462294,-34.586605,moto,LEVE
178,LC-2019-0016105,1,2019-01-08,19,8,-58.469389,-34.664989,moto,LEVE
179,LC-2019-0016278,1,2019-01-08,21,5,-58.42049,-34.599377,moto,LEVE
180,LC-2019-0030754,1,2019-01-09,21,15,-58.426443,-34.597899,ciclista,LEVE
181,LC-2019-0016388,2,2019-01-09,4,1,-58.388958,-34.613636,moto,LEVE
182,LC-2019-0016581,1,2019-01-09,7,10,-58.476163,-34.63392,moto,LEVE
183,LC-2019-0016613,1,2019-01-09,8,10,-58.529911,-34.625715,moto,LEVE
184,LC-2019-0017068,4,2019-01-09,11,8,-58.444532,-34.660967,transporte_publico,LEVE
185,LC-2019-0017182,1,2019-01-09,11,9,-58.529846,-34.641786,moto,LEVE
187,LC-2019-0017460,1,2019-01-09,13,7,-58.433539,-34.645615,auto,LEVE
188,LC-2019-0017504,1,2019-01-09,10,13,-58.450308,-34.577489,moto,LEVE
189,LC-2019-0017514,2,2019-01-09,12,8,-58.44433,-34.684771,moto,LEVE
190,LC-2019-0017561,1,2019-01-09,13,8,-58.472026,-34.663153,moto,LEVE
191,LC-2019-0018006,1,2019-01-09,14,15,-58.464645,-34.578709,moto,LEVE
192,LC-2019-0018207,1,2019-01-09,17,4,-58.416247,-34.651565,moto,LEVE
193,LC-2019-0018425,1,2019-01-09,17,8,-58.486537,-34.663263,transporte_publico,LEVE
194,LC-2019-0018474,1,2019-01-09,18,14,-58.424784,-34.593775,moto,LEVE
195,LC-2019-0018500,1,2019-01-09,16,5,-58.421124,-34.604067,moto,LEVE
196,LC-2019-0018518,1,2019-01-09,20,7,-58.432741,-34.634017,transporte_publico,LEVE
197,LC-2019-0018592,1,2019-01-09,19,12,-58.489134,-34.577172,moto,LEVE
198,LC-2019-0018630,1,2019-01-09,19,5,-58.425922,-34.606005,moto,LEVE
199,LC-2019-0018751,1,2019-01-09,23,15,-58.463357,-34.575009,moto,LEVE
200,LC-2019-0021352,1,2019-01-09,19,14,-58.407267,-34.574885,moto,LEVE
201,LC-2019-0022439,1,2019-01-09,6,9,-58.529939,-34.640558,transporte_publico,LEVE
202,LC-2019-0031883,1,2019-01-09,15,9,-58.529089,-34.638866,moto,LEVE
203,LC-2019-0018873,1,2019-01-10,0,9,-58.473861,-34.653491,transporte_publico,LEVE
204,LC-2019-0019243,1,2019-01-10,8,3,-58.400427,-34.623561,moto,LEVE
205,LC-2019-0020257,1,2019-01-10,14,2,-58.391945,-34.596423,moto,LEVE
206,LC-2019-0020260,1,2019-01-10,14,13,-58.446208,-34.562943,moto,LEVE
207,LC-2019-0020420,1,2019-01-10,11,1,-58.38198,-34.595402,camion,LEVE
208,LC-2019-0020451,1,2019-01-10,15,4,-58.392246,-34.651352,auto,LEVE
209,LC-2019-0020496,1,2019-01-10,13,15,-58.500707,-34.595503,moto,LEVE
210,LC-2019-0020569,1,2019-01-10,16,2,-58.394403,-34.599673,moto,LEVE
211,LC-2019-0020951,1,2019-01-10,19,2,-58.410235,-34.596947,moto,LEVE
212,LC-2019-0020989,1,2019-01-10,17,11,-58.509727,-34.607279,moto,LEVE
213,LC-2019-0021079,1,2019-01-10,19,9,-58.515191,-34.663764,moto,LEVE
214,LC-2019-0021335,1,2019-01-10,22,2,-58.391962,-34.595838,transporte_publico,LEVE
215,LC-2019-0021415,1,2019-01-10,18,1,-58.382844,-34.592833,moto,LEVE
216,LC-2019-0093543,1,2019-01-10,22,10,-58.508054,-34.622709,moto,LEVE
217,LC-2019-0022275,1,2019-01-11,11,7,-58.459544,-34.63189,ciclista,LEVE
218,LC-2019-0022650,1,2019-01-11,14,1,-58.362549,-34.624288,camion,LEVE
219,LC-2019-0023488,1,2019-01-11,20,13,-58.465848,-34.539578,ciclista,LEVE
220,LC-2019-0024103,1,2019-01-11,19,15,-58.446667,-34.60107,ciclista,LEVE
221,LC-2019-0021365,3,2019-01-11,0,2,-58.395531,-34.587417,moto,LEVE
222,LC-2019-0021434,1,2019-01-11,1,10,-58.524295,-34.634469,moto,LEVE
223,LC-2019-0021709,1,2019-01-11,9,15,-58.496893,-34.596645,moto,LEVE
224,LC-2019-0021896,2,2019-01-11,8,10,-58.472416,-34.636985,moto,LEVE
225,LC-2019-0022026,1,2019-01-11,8,10,-58.487251,-34.625617,camion,LEVE
226,LC-2019-0022105,1,2019-01-11,9,9,-58.528858,-34.650136,moto,LEVE
227,LC-2019-0022106,1,2019-01-11,8,2,-58.394403,-34.599673,auto,LEVE
228,LC-2019-0022174,1,2019-01-11,11,15,-58.452017,-34.606166,moto,LEVE
230,LC-2019-0022273,1,2019-01-11,12,5,-58.422407,-34.612074,moto,LEVE
231,LC-2019-0022298,1,2019-01-11,12,14,-58.411737,-34.580471,moto,LEVE
232,LC-2019-0022348,1,2019-01-11,12,3,-58.393205,-34.618232,transporte_publico,LEVE
233,LC-2019-0022492,1,2019-01-11,13,9,-58.484193,-34.646736,moto,LEVE
234,LC-2019-0022559,1,2019-01-11,13,15,-58.46846,-34.583143,moto,LEVE
235,LC-2019-0022606,1,2019-01-11,13,8,-58.4761,-34.688255,moto,LEVE
236,LC-2019-0022670,1,2019-01-11,13,11,-58.490577,-34.615881,moto,LEVE
237,LC-2019-0022774,1,2019-01-11,15,4,-58.431108,-34.64219,moto,LEVE
238,LC-2019-0022790,1,2019-01-11,13,1,-58.384398,-34.622312,moto,LEVE
239,LC-2019-0023022,1,2019-01-11,14,8,-58.482357,-34.67499,moto,LEVE
240,LC-2019-0023164,1,2019-01-11,17,15,-58.492907,-34.597067,moto,LEVE
241,LC-2019-0023309,1,2019-01-11,17,1,-58.382848,-34.626957,moto,LEVE
242,LC-2019-0023360,1,2019-01-11,19,3,-58.405162,-34.603342,moto,LEVE
243,LC-2019-0023362,1,2019-01-11,19,4,-58.409367,-34.632884,moto,LEVE
244,LC-2019-0023485,1,2019-01-11,18,9,-58.499786,-34.658167,moto,LEVE
245,LC-2019-0023539,1,2019-01-11,20,1,-58.385881,-34.617847,moto,LEVE
246,LC-2019-0023555,1,2019-01-11,21,12,-58.476532,-34.569628,moto,LEVE
247,LC-2019-0023599,1,2019-01-11,20,3,-58.392925,-34.613989,moto,LEVE
248,LC-2019-0023727,1,2019-01-11,23,11,-58.483964,-34.604299,moto,LEVE
249,LC-2019-0024454,1,2019-01-11,11,1,-58.385627,-34.57822,moto,LEVE
250,LC-2019-0032150,1,2019-01-11,10,15,-58.474619,-34.576637,moto,LEVE
251,LC-2019-0040263,1,2019-01-11,15,1,-58.377009,-34.594681,transporte_publico,LEVE
254,LC-2019-0023692,2,2019-01-12,21,11,-58.494612,-34.597052,moto,LEVE
255,LC-2019-0023777,1,2019-01-12,1,5,-58.413828,-34.62075,moto,LEVE
256,LC-2019-0023860,2,2019-01-12,5,9,-58.518662,-34.639166,moto,LEVE
257,LC-2019-0023868,1,2019-01-12,7,14,-58.424079,-34.570823,moto,LEVE
258,LC-2019-0023906,5,2019-01-12,8,13,-58.459916,-34.558288,moto,LEVE
259,LC-2019-0024132,1,2019-01-12,14,10,-58.523033,-34.63416,auto,LEVE
260,LC-2019-0024257,1,2019-01-12,13,7,-58.466709,-34.630079,transporte_publico,LEVE
261,LC-2019-0024265,1,2019-01-12,12,8,-58.486173,-34.669018,moto,LEVE
262,LC-2019-0024269,1,2019-01-12,12,9,-58.48895,-34.663345,moto,LEVE
263,LC-2019-0024408,1,2019-01-12,14,11,-58.510435,-34.611651,moto,LEVE
264,LC-2019-0024465,1,2019-01-12,14,6,-58.442927,-34.62935,moto,LEVE
265,LC-2019-0024488,1,2019-01-12,17,1,-58.383787,-34.624729,moto,LEVE
266,LC-2019-0024600,1,2019-01-12,19,7,-58.451578,-34.630637,moto,LEVE
267,LC-2019-0024719,1,2019-01-12,20,11,-58.460668,-34.614347,moto,LEVE
268,LC-2019-0024752,1,2019-01-12,21,15,-58.466546,-34.599563,moto,LEVE
269,LC-2019-0024755,2,2019-01-12,22,4,-58.398009,-34.638178,auto,LEVE
270,LC-2019-0024778,1,2019-01-12,17,4,-58.372344,-34.648803,transporte_publico,LEVE
271,LC-2019-0025473,1,2019-01-12,21,15,-58.427028,-34.596165,moto,LEVE
272,LC-2019-0033162,1,2019-01-12,11,6,-58.428215,-34.620496,transporte_publico,LEVE
273,LC-2019-0267484,1,2019-01-12,20,14,-58.410086,-34.589056,moto,LEVE
275,LC-2019-0024930,1,2019-01-13,1,12,-58.514522,-34.581598,moto,LEVE
276,LC-2019-0025033,1,2019-01-13,5,10,-58.529565,-34.631052,moto,LEVE
277,LC-2019-0025067,1,2019-01-13,7,3,-58.400151,-34.625865,moto,LEVE
278,LC-2019-0025088,1,2019-01-13,7,11,-58.520806,-34.595076,moto,LEVE
279,LC-2019-0025109,2,2019-01-13,8,1,-58.389762,-34.623979,moto,LEVE
280,LC-2019-0025134,1,2019-01-13,8,7,,,moto,LEVE
281,LC-2019-0025154,1,2019-01-13,8,12,-58.506154,-34.563908,moto,LEVE
282,LC-2019-0025411,3,2019-01-13,16,7,-58.45825,-34.640955,moto,LEVE
283,LC-2019-0025428,2,2019-01-13,16,10,-58.478544,-34.636992,moto,LEVE
284,LC-2019-0025548,2,2019-01-13,18,4,-58.394178,-34.651515,moto,LEVE
285,LC-2019-0025711,1,2019-01-13,23,7,-58.456711,-34.626665,moto,LEVE
286,LC-2019-0025730,2,2019-01-13,21,9,-58.495821,-34.649627,moto,LEVE
287,LC-2019-0025772,1,2019-01-13,20,7,-58.468485,-34.633285,transporte_publico,LEVE
288,LC-2019-0052617,2,2019-01-13,2,15,-58.443538,-34.592799,moto,LEVE
290,LC-2019-0026619,1,2019-01-14,11,14,-58.440332,-34.58257,ciclista,LEVE
291,LC-2019-0027065,1,2019-01-14,13,1,-58.371301,-34.59875,ciclista,LEVE
292,LC-2019-0028384,1,2019-01-14,17,11,-58.503947,-34.610056,ciclista,LEVE
293,LC-2019-0025831,2,2019-01-14,1,1,-58.360825,-34.604906,moto,LEVE
294,LC-2019-0025841,2,2019-01-14,2,9,-58.501639,-34.67398,moto,LEVE
295,LC-2019-0026116,1,2019-01-14,9,4,-58.385364,-34.642873,moto,LEVE
296,LC-2019-0026635,2,2019-01-14,11,15,-58.444303,-34.594763,moto,LEVE
297,LC-2019-0027083,1,2019-01-14,13,4,-58.426519,-34.646959,moto,LEVE
298,LC-2019-0027156,1,2019-01-14,11,6,-58.442401,-34.606546,moto,LEVE
299,LC-2019-0027204,1,2019-01-14,12,15,-58.45153,-34.601157,moto,LEVE
300,LC-2019-0027208,1,2019-01-14,12,3,-58.397332,-34.609623,moto,LEVE
301,LC-2019-0027290,1,2019-01-14,12,11,-58.506827,-34.602719,moto,LEVE
302,LC-2019-0027336,1,2019-01-14,14,5,-58.421579,-34.597826,ciclista,LEVE
303,LC-2019-0027551,1,2019-01-14,15,12,-58.485669,-34.544014,moto,LEVE
304,LC-2019-0027620,1,2019-01-14,15,1,-58.382001,-34.600286,camion,LEVE
305,LC-2019-0027679,1,2019-01-14,15,1,-58.37226,-34.586564,moto,LEVE
306,LC-2019-0027748,1,2019-01-14,15,4,-58.366072,-34.640511,moto,LEVE
307,LC-2019-0027769,1,2019-01-14,16,3,-58.39498,-34.615125,transporte_publico,LEVE
308,LC-2019-0027969,1,2019-01-14,16,10,-58.521201,-34.618822,moto,LEVE
309,LC-2019-0028124,1,2019-01-14,17,13,-58.461303,-34.564764,moto,LEVE
310,LC-2019-0028203,1,2019-01-14,18,7,-58.471783,-34.629833,moto,LEVE
311,LC-2019-0028228,2,2019-01-14,17,4,-58.369118,-34.63161,moto,LEVE
312,LC-2019-0028499,1,2019-01-14,20,4,-58.404669,-34.650456,moto,LEVE
313,LC-2019-0028597,1,2019-01-14,22,11,-58.465942,-34.610285,moto,LEVE
314,LC-2019-0028635,1,2019-01-14,23,1,-58.376713,-34.585711,moto,LEVE
315,LC-2019-0028641,1,2019-01-14,21,8,-58.455339,-34.684708,transporte_publico,LEVE
316,LC-2019-0028794,1,2019-01-14,22,8,-58.457774,-34.68645,transporte_publico,LEVE
317,LC-2019-0030752,1,2019-01-14,21,6,-58.450181,-34.628186,moto,LEVE
