,ID,N_VICTIMAS,FECHA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,VICTIMA,ACUSADO
678,2021-0080,1,2021-10-28,16,ARENALES Y 9 DE JULIO AV.,AVENIDA,1,-58.38277479,-34.5943016,MOTO,AUTO
679,2021-0081,1,2021-11-02,13,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,4,-58.37627355,-34.63800916,MOTO,CARGAS
680,2021-0082,1,2021-11-06,4,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,3,-58.39591856,-34.62453459,MOTO,AUTO
681,2021-0083,1,2021-11-09,0,CABILDO AV. Y OLAZABAL,AVENIDA,13,-58.45829717,-34.56015762,MOTO,AUTO
682,2021-0084,1,2021-11-11,3,TAPALQUE Y BRUIX AV.,AVENIDA,9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO
683,2021-0085,1,2021-11-20,18,"PAZ, GRAL. AV. Y EZEIZA",GRAL PAZ,12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO
684,2021-0086,1,2021-11-25,10,RIVADAVIA AV. Y PUAN,AVENIDA,6,-58.44864864,-34.62352826,PEATON,PASAJEROS
685,2021-0087,1,2021-11-27,11,ESMERALDA 1359,CALLE,1,-58.37795815,-34.59167894,PEATON,BICICLETA
686,2021-0088,1,2021-12-01,15,AV. MOROE Y 3 DE FEBRERO,CALLE,13,-58.45531707,-34.55555257,MOTO,AUTO
687,2021-0089,1,2021-12-02,1,AV. GAONA 3655,AVENIDA,11,-58.47633683,-34.62140594,MOTO,AUTO
688,2021-0090,1,2021-12-10,11,AV. 9 DE JULIO Y LAVALLE,AVENIDA,1,-58.38188582,-34.60256036,PEATON,PASAJEROS
689,2021-0091,1,2021-12-11,23,BAIGORRIA Y VICTOR HUGO,CALLE,10,-58.51989389,-34.62284918,MOTO,AUTO
690,2021-0092,1,2021-12-12,6,AV. RIVADAVIA Y AV. PUEYRREDON,AVENIDA,3,-58.4059686,-34.61011987,PEATON,AUTO
691,2021-0093,1,2021-12-13,17,AV. RIESTRA Y MOM,AVENIDA,7,-58.43353773,-34.64561636,MOTO,AUTO
692,2021-0094,1,2021-12-20,1,AU DELLEPIANE Y LACARRA,AUTOPISTA,9,-58.46739825,-34.65117757,MOTO,AUTO
693,2021-0095,1,2021-12-30,0,AV. GAONA Y TERRADA,AVENIDA,11,-58.47293407,-34.61984745,MOTO,CARGAS
694,2021-0096,1,2021-12-15,10,AV. EVA PERON 4071,AVENIDA,9,-58.47066794,-34.65021673,AUTO,CARGAS
695,2021-0097,1,2021-11-18,6,PADRE CARLOS MUJICA 709,CALLE,1,-58.37976155,-34.58679619,BICICLETA,AUTO
