,ID,N_VICTIMAS,FECHA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,VICTIMA,ACUSADO
497,2019-0081,1,2019-09-23,16,ELCANO AV. 4300,AVENIDA,15,-58.46141281,-34.58623761,PEATON,PASAJEROS
498,2019-0082,1,2019-09-25,7,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,8,-58.42985146,-34.6611974,BICICLETA,CARGAS
499,2019-0083,1,2019-09-26,8,MONTE Y CORVALAN,CALLE,9,-58.48457413,-34.6583909,AUTO,AUTO
500,2019-0084,1,2019-09-27,11,TANDIL Y LA FUENTE,CALLE,7,-58.46572884,-34.63628186,BICICLETA,CARGAS
501,2019-0085,1,2019-10-09,22,CARDOSO Y BACACAY,CALLE,10,-58.49261744,-34.6341913,BICICLETA,TREN
502,2019-0086,1,2019-10-15,14,CORRIENTES AV. 6700,AVENIDA,15,-58.45283186,-34.5884156,MOTO,PASAJEROS
503,2019-0087,1,2019-10-21,21,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,12,-58.47973681,-34.57418656,MOTO,MOTO
504,2019-0088,1,2019-10-22,20,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,4,-58.40623949,-34.65076549,PEATON,PASAJEROS
505,2019-0089,1,2019-10-23,15,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,4,-58.36244648,-34.63107887,PEATON,CARGAS
506,2019-0090,1,2019-10-24,18,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,9,-58.49962423,-34.64868027,PEATON,MOTO
507,2019-0091,1,2019-11-01,20,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,15,-58.44551437,-34.59559816,PEATON,PASAJEROS
508,2019-0092,1,2019-11-03,10,"BRIN, MINISTRO Y SUAREZ",CALLE,4,-58.35608181,-34.63420319,PEATON,PASAJEROS
509,2019-0093,1,2019-11-13,11,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,11,-58.46483679,-34.60907662,BICICLETA,OTRO
510,2019-0094,1,2019-11-18,14,CAMARGO Y SERRANO,CALLE,15,-58.44368628,-34.59724326,MOTO,OTRO
511,2019-0095,1,2019-11-20,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO,CARGAS
512,2019-0096,1,2019-11-22,19,CASEROS AV. Y PIEDRAS,AVENIDA,1,-58.37560352,-34.62726382,PEATON,PASAJEROS
513,2019-0097,1,2019-11-25,8,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,9,-58.47721439,-34.64815069,MOTO,MULTIPLE
514,2019-0098,1,2019-11-25,14,GUZMAN 365,AVENIDA,15,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS
515,2019-0100,1,2019-12-05,17,de los constituyentes av. 4300,AVENIDA,12,-58.49040794,-34.58368803,MOTO,AUTO
516,2019-0101,1,2019-12-17,4,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,4,-58.42102679,-34.64991178,MOTO,MOTO
517,2019-0102,1,2019-12-17,14,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,9,-58.52219407,-34.64143926,MOTO,AUTO
518,2019-0103,1,2019-12-18,11,"PAZ, GRAL. AV. Y GRIVEO",GRAL PAZ,11,-58.52169422,-34.5947164,MOTO,MOTO
519,2019-0104,1,2019-12-21,4,RIVADAVIA AV. Y PERGAMINO,AVENIDA,10,-58.47460416,-34.63206174,MOTO,AUTO
520,2019-0105,1,2019-05-05,11,SANTO TOME Y SEGUROLA AV.,AVENIDA,10,-58.50512382,-34.61520391,PEATON,AUTO
521,2020-0001,1,2020-01-04,10,URIARTE Y LOYOLA,CALLE,15,-58.43910409,-34.59213355,PEATON,AUTO
522,2020-0002,1,2020-01-05,20,SARAZA Y VARELA AV.,AVENIDA,7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO
523,2020-0003,1,2020-01-11,6,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,3,-58.39337644,-34.60927582,PEATON,AUTO
524,2020-0004,1,2020-01-14,21,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,1,-58.39055614,-34.60919284,PEATON,PASAJEROS
525,2020-0005,1,2020-01-14,6,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,3,-58.41036975,-34.62477021,MOTO,PASAJEROS
526,2020-0006,1,2020-01-20,12,LAFUENTE AV. 2250,AVENIDA,8,-58.44925765,-34.65412546,MOTO,CARGAS
527,2020-0007,1,2020-01-27,0,CHILE Y LIMA ,CALLE,1,-58.3815685,-34.61648696,PEATON,MOTO
528,2020-0008,1,2020-01-30,7,CORDOBA AV. Y JEAN JAURES,AVENIDA,2,-58.40662899,-34.59804521,MOTO,CARGAS
529,2020-0009,1,2020-02-04,14,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,5,-58.41985649,-34.6060085,PEATON,AUTO
530,2020-0010,1,2020-02-08,5,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO
531,2020-0011,1,2020-02-12,11,COLOMBRES 466,CALLE,5,-58.41803309,-34.61823178,MOTO,CARGAS
532,2020-0012,1,2020-02-18,21,MEXICO 2860,CALLE,3,-58.40604003,-34.61783553,PEATON,MOTO
533,2020-0013,1,2020-02-20,12,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,15,-58.47549929,-34.57994061,PEATON,MOTO
534,2020-0014,1,2020-02-27,2,BERMUDEZ Y NOGOYA,CALLE,11,-58.51398484,-34.61600366,MOTO,PASAJEROS
535,2020-0015,1,2020-02-28,14,BRASIL AV. Y PASEO COLON AV.,AVENIDA,1,-58.36797542,-34.62519403,MOTO,PASAJEROS
536,2020-0016,1,2020-02-29,13,"ALEM,LEANDRO N. AV. 770",AVENIDA,1,-58.37133616,-34.59879316,PEATON,PASAJEROS
537,2020-0017,1,2020-03-05,23,BELGRANO AV. Y RINCON,AVENIDA,3,-58.39613805,-34.61413568,PEATON,AUTO
538,2020-0018,1,2020-03-09,14,"UDAONDO, GUILLERMO AV. 901",AVENIDA,13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO
539,2020-0019,1,2020-03-10,21,CONSTITUCION Y CASTRO,CALLE,5,-58.41972364,-34.6284667,PEATON,AUTO
540,2020-0020,1,2020-03-13,17,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,3,-58.40571596,-34.60557123,PEATON,MOTO
541,2020-0021,1,2020-03-14,16,"BRAVO, MARIO 1279",CALLE,2,-58.4145159,-34.59488319,PEATON,AUTO
542,2020-0022,1,2020-04-07,6,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,9,-58.47297505,-34.66245085,AUTO,CARGAS
543,2020-0023,1,2020-04-09,18,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,4,-58.35791192,-34.63695178,AUTO,CARGAS
544,2020-0024,1,2020-04-24,7,MURGUIONDO 1339,CALLE,9,-58.50801713,-34.65177305,AUTO,AUTO
545,2020-0025,1,2020-05-12,5,RIVADAVIA AV. 2551,AVENIDA,3,-58.40258477,-34.60975108,PEATON,AUTO
547,2020-0027,1,2020-05-18,8,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,8,-58.48267426,-34.68454456,PEATON,CARGAS
548,2020-0028,1,2020-05-19,10,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,15,-58.44248936,-34.60221948,PEATON,PASAJEROS
549,2020-0029,1,2020-06-10,14,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,9,-58.52909134,-34.63886726,PEATON,PASAJEROS
550,2020-0030,1,2020-06-16,15,SAN MARTIN AV. 1550,AVENIDA,6,-58.45158942,-34.6064658,MOTO,MULTIPLE
551,2020-0031,1,2020-06-30,8,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,9,-58.49344309,-34.65788529,MOTO,CARGAS
552,2020-0032,1,2020-07-10,23,CORRIENTES AV. Y SERRANO,AVENIDA,15,-58.44259166,-34.59635137,MOTO,AUTO
553,2020-0033,1,2020-07-19,6,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO
554,2020-0034,1,2020-08-02,3,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,3,-58.41178158,-34.60922259,PEATON,AUTO
555,2020-0035,1,2020-08-04,5,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,7,-58.45068621,-34.63638927,MOTO,PASAJEROS
556,2020-0036,1,2020-08-07,18,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,14,-58.42016954,-34.5877879,PEATON,MOTO
557,2020-0037,1,2020-08-29,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,8,-58.43850413,-34.65554754,PEATON,AUTO
558,2020-0038,2,2020-08-30,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,-58.40617526,-34.58345898,AUTO,AUTO
560,2020-0040,1,2020-09-12,3,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,-58.38526125,-34.5780581,AUTO,OBJETO FIJO
561,2020-0041,1,2020-09-28,1,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,7,-58.4475047,-34.63491705,MOTO,PASAJEROS
562,2020-0042,1,2020-09-29,17,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,8,-58.46745752,-34.68192648,PEATON,PASAJEROS
563,2020-0043,1,2020-09-30,17,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,1,-58.37202621,-34.59717942,PEATON,PASAJEROS
564,2020-0044,1,2020-10-05,0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,6,-58.42779702,-34.62207347,AUTO,AUTO
565,2020-0045,1,2020-10-19,3,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,8,-58.46244952,-34.70524971,AUTO,CARGAS
566,2020-0046,1,2020-10-27,21,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,11,-58.4844016,-34.60776782,MOTO,MOTO
567,2020-0047,1,2020-10-27,14,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,9,-58.46668375,-34.65174801,PEATON,CARGAS
568,2020-0048,1,2020-10-29,20,DORREGO AV. 614,AVENIDA,15,-58.4495878,-34.59322448,MOTO,OBJETO FIJO
569,2020-0049,1,2020-10-30,20,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,1,-58.37533517,-34.59276462,PEATON,AUTO
570,2020-0050,1,2020-11-01,22,SANTA FE AV. Y GODOY CRUZ,AVENIDA,14,-58.42525456,-34.57866344,PEATON,MOTO
571,2020-0051,1,2020-11-05,0,AVELLANEDA AV. Y MERCEDES,AVENIDA,10,-58.48493828,-34.62981124,MOTO,AUTO
572,2020-0052,1,2020-11-07,6,TUCUMAN Y PUEYRREDON AV.,AVENIDA,3,-58.40480504,-34.60183884,BICICLETA,CARGAS
573,2020-0053,1,2020-11-09,3,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,4,-58.41125934,-34.6541774,AUTO,AUTO
574,2020-0054,1,2020-11-19,9,INCLAN Y ALBERTI,CALLE,4,-58.39956546,-34.6297708,BICICLETA,AUTO
575,2020-0055,1,2020-11-19,12,OLAZABAL AV. 5437,AVENIDA,12,-58.49005682,-34.5786897,PEATON,CARGAS
576,2020-0056,1,2020-11-21,13,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,8,-58.47064556,-34.69843756,MOTO,CARGAS
577,2020-0057,1,2020-11-23,7,"NAZCA AV. Y VIALE, LUIS",AVENIDA,11,-58.4750156,-34.61945902,PEATON,AUTO
578,2020-0058,1,2020-11-24,16,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,-58.48727942,-34.63652467,PEATON,AUTO
579,2020-0059,1,2020-12-01,6,BRASIL 1100,CALLE,1,-58.3795169,-34.62794241,PEATON,PASAJEROS
580,2020-0060,1,2020-12-03,20,"HOMERO Y PERON, EVA AV.",AVENIDA,9,-58.47750832,-34.65672199,PEATON,MOTO
581,2020-0061,1,2020-12-03,14,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,-58.44927253,-34.54048625,MOTO,CARGAS
582,2020-0062,1,2020-12-04,17,MORENO 1845,CALLE,3,-58.39246272,-34.61253541,BICICLETA,PASAJEROS
583,2020-0063,2,2020-12-05,7,NUEVA YORK Y ALTA GRACIA,CALLE,11,-58.52783814,-34.61047001,PEATON_MOTO,MOTO
584,2020-0065,1,2020-12-05,16,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,12,-58.49332664,-34.54836855,MOTO,AUTO
585,2020-0066,1,2020-12-07,4,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,10,-58.50178784,-34.63593897,MOTO,OBJETO FIJO
586,2020-0067,1,2020-12-11,22,SAENZ AV. Y BEAZLEY,AVENIDA,4,-58.41657793,-34.65476216,PEATON,PASAJEROS
587,2020-0068,1,2020-12-12,20,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,2,-58.39731474,-34.58307887,MOTO,AUTO
588,2020-0069,1,2020-12-15,5,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,1,-58.38746381,-34.61790839,MOTO,PASAJEROS
589,2020-0070,1,2020-12-17,15,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,2,-58.39189441,-34.59176378,PEATON,PASAJEROS
590,2020-0071,1,2020-12-17,23,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,-58.46749188,-34.63551751,PEATON,AUTO
591,2020-0072,1,2020-12-19,3,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,3,-58.40280471,-34.62113271,BICICLETA,AUTO
592,2020-0073,1,2020-12-20,7,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO
593,2020-0074,1,2020-12-20,21,BOGOTA Y NAZCA AV.,AVENIDA,7,-58.47110424,-34.62742408,AUTO,AUTO
594,2020-0075,1,2020-12-23,14,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,1,-58.38220928,-34.60373898,PEATON,PASAJEROS
595,2020-0076,1,2020-12-24,12,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,10,-58.49794468,-34.61565025,AUTO,PASAJEROS
596,2020-0077,2,2020-12-25,6,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,15,-58.47220945,-34.60111373,MOTO,AUTO
597,2020-0078,1,2020-12-25,5,BARCO CENTENERA DEL 1118,CALLE,7,-58.43706741,-34.63217813,BICICLETA,PASAJEROS
598,2020-0079,1,2020-12-27,4,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,12,-58.49332664,-34.54836855,MOTO,OBJETO FIJO
599,2021-0001,1,2021-01-06,18,AU FRONDIZI KM. 3,AUTOPISTA,1,-58.37960727,-34.62622851,MOTO,AUTO
600,2021-0002,1,2021-01-07,10,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,9,-58.51061062,-34.64972472,MOTO,CARGAS
601,2021-0003,1,2021-01-10,7,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,7,-58.43052224,-34.62941648,MOTO,OBJETO FIJO
602,2021-0004,1,2021-01-11,9,CASEROS AV. Y GUARANI,AVENIDA,5,-58.41455544,-34.63866836,PEATON,CARGAS
603,2021-0005,1,2021-01-11,21,"PERON, EVA AV. 3800",AVENIDA,9,-58.46774439,-34.64730145,PEATON,AUTO
604,2021-0006,1,2021-01-12,21,AU ILLIA y SARMIENTO AV.,AUTOPISTA,14,-58.40786274,-34.56726817,MOTO,CARGAS
605,2021-0007,1,2021-01-18,10,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,15,-58.48744301,-34.58622275,MOTO,MOTO
606,2021-0008,1,2021-01-22,23,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,-58.41657793,-34.65476216,PEATON,PASAJEROS
607,2021-0009,1,2021-01-23,5,PAYSANDU Y GAONA,AVENIDA,6,-58.45351111,-34.61134937,MOTO,OBJETO FIJO
608,2021-0010,1,2021-01-23,8,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",GRAL PAZ,12,-58.5007381,-34.5497951,MOTO,AUTO
609,2021-0011,1,2021-01-27,1,SANTA FE AV. 1675,AVENIDA,2,-58.39144148,-34.59564871,PEATON,AUTO
610,2021-0012,1,2021-01-29,20,AU DELLEPIANE Y GUAMINI,AUTOPISTA,8,-58.48191128,-34.68385968,PEATON,AUTO
611,2021-0013,1,2021-01-31,6,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,10,-58.48727942,-34.63652467,MOTO,OBJETO FIJO
612,2021-0014,1,2021-02-02,0,SAN MARTIN AV. Y NOGOYA,AVENIDA,15,-58.48328708,-34.59779521,PEATON,AUTO
613,2021-0015,1,2021-02-06,3,SAN MARTIN AV. Y TINOGASTA,AVENIDA,15,-58.49018543,-34.5972499,MOTO,OBJETO FIJO
614,2021-0016,1,2021-02-14,5,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,8,-58.47230127,-34.68482689,AUTO,OBJETO FIJO
615,2021-0017,1,2021-02-17,4,SALTA Y CASEROS AV.,AVENIDA,1,-58.38262614,-34.63168269,MOTO,PASAJEROS
616,2021-0018,1,2021-02-20,19,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,3,-58.41047268,-34.60793518,PEATON,AUTO
617,2021-0019,1,2021-02-21,1,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,12,-58.49659234,-34.56353635,MOTO,OBJETO FIJO
618,2021-0020,1,2021-02-21,15,POTOSI Y GASCON,CALLE,5,-58.42462955,-34.60727189,PEATON,CARGAS
619,2021-0021,1,2021-02-26,5,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,3,-58.41168345,-34.61185625,MOTO,OBJETO FIJO
620,2021-0022,1,2021-02-28,12,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,13,-58.45157681,-34.55217303,PASAJEROS,SD
622,2021-0024,1,2021-03-03,16,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,9,-58.49573651,-34.67006054,BICICLETA,CARGAS
623,2021-0025,1,2021-03-11,3,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",GRAL PAZ,8,-58.48695354,-34.68795245,MOTO,OTRO
624,2021-0026,1,2021-03-15,2,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO
625,2021-0027,1,2021-03-16,15,"PAZ, GRAL. AV. y DONADO",GRAL PAZ,12,-58.49491054,-34.54795581,MOTO,CARGAS
626,2021-0028,1,2021-03-29,17,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,7,-58.44147621,-34.64357704,PEATON,PASAJEROS
627,2021-0029,1,2021-03-31,18,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,7,-58.46899119,-34.63215432,AUTO,AUTO
628,2021-0030,1,2021-04-03,18,FINOCHIETTO ENRIQUE DR. 1623,CALLE,4,-58.38685612,-34.63455776,PEATON,PASAJEROS
629,2021-0031,1,2021-04-07,10,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,1,-58.38113667,-34.61765323,PEATON,CARGAS
630,2021-0032,1,2021-04-10,19,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,13,-58.44112678,-34.54538956,PEATON,MOTO
631,2021-0033,1,2021-04-14,17,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,5,-58.41595919,-34.62743346,AUTO,OBJETO FIJO
632,2021-0034,1,2021-04-19,14,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,4,-58.40184094,-34.64546845,MOTO,CARGAS
633,2021-0035,1,2021-05-03,9,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,8,-58.44642231,-34.65679806,MOTO,CARGAS
634,2021-0036,1,2021-05-09,6,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",GRAL PAZ,11,-58.52340614,-34.59798754,MOTO,OBJETO FIJO
635,2021-0037,1,2021-05-11,7,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,13,-58.46649069,-34.56219075,PEATON,PASAJEROS
636,2021-0038,1,2021-05-14,11,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,14,-58.42653328,-34.57816791,MOTO,CARGAS
637,2021-0039,1,2021-05-15,12,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,9,-58.50407099,-34.65303372,BICICLETA,AUTO
638,2021-0040,1,2021-05-20,5,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,13,-58.46743471,-34.53476874,MOTO,AUTO
639,2021-0041,1,2021-05-20,8,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,14,-58.40986646,-34.5772806,PEATON,PASAJEROS
640,2021-0042,1,2021-05-21,5,RIVADAVIA AV. 10900,AVENIDA,9,-58.51739138,-34.63931792,PEATON,PASAJEROS
641,2021-0043,1,2021-05-22,18,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,9,-58.50719962,-34.65556223,PEATON,AUTO
642,2021-0044,1,2021-05-25,2,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,9,-58.46712311,-34.64600222,MOTO,OBJETO FIJO
643,2021-0045,1,2021-05-26,17,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,4,-58.37709334,-34.64035082,MOTO,MULTIPLE
644,2021-0046,1,2021-05-31,2,EL CANO AV. Y GUZMAN AV.,AVENIDA,15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO
645,2021-0047,1,2021-06-02,16,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,-58.42190745,-34.65633192,MOTO,AUTO
646,2021-0048,1,2021-06-03,9,CAPDEVILLA Y CONGRESO AV.,AVENIDA,12,-58.49026573,-34.5698141,BICICLETA,AUTO
647,2021-0049,1,2021-06-03,20,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,8,-58.45410344,-34.66902702,AUTO,AUTO
648,2021-0050,1,2021-06-10,13,DEL LIBERTADOR AV. 5958,AVENIDA,13,-58.44751621,-34.55719892,MOTO,PASAJEROS
649,2021-0051,1,2021-06-15,19,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,4,-58.42040352,-34.66005171,PEATON,CARGAS
650,2021-0052,1,2021-06-20,5,"PAZ, GRAL. AV. 14723",GRAL PAZ,8,-58.49530249,-34.68010798,MOTO,OBJETO FIJO
651,2021-0053,1,2021-06-20,12,CORRIENTES AV. 5783,AVENIDA,15,-58.44399875,-34.5947736,PEATON,BICICLETA
652,2021-0054,1,2021-06-22,14,TABARE Y EREZCANO,CALLE,4,-58.42759813,-34.65463857,MOTO,CARGAS
653,2021-0055,1,2021-06-29,12,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,3,-58.40547222,-34.60456293,MOTO,CARGAS
654,2021-0056,1,2021-07-09,23,"CORRALES Y MORENO, PERITO AV.",AVENIDA,4,-58.42473018,-34.6500828,BICICLETA,AUTO
655,2021-0057,1,2021-07-10,23,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,2,-58.39257023,-34.57563957,AUTO,OBJETO FIJO
656,2021-0058,1,2021-07-21,0,AV. GRAL. PAZ Y VEDIA,GRAL PAZ,12,-58.48941042,-34.54596153,PEATON,AUTO
657,2021-0059,1,2021-07-22,1,"GARAY, JUAN DE AV. 2269",AVENIDA,3,-58.3964074,-34.62783085,AUTO,OBJETO FIJO
658,2021-0060,1,2021-07-22,12,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,5,-58.41971993,-34.6111224,PEATON,PASAJEROS
659,2021-0061,1,2021-07-24,9,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,4,-58.40544588,-34.65012801,PEATON,CARGAS
660,2021-0062,1,2021-07-27,7,LA PLATA AV. 2723,AVENIDA,4,-58.42003882,-34.64645957,AUTO,CARGAS
661,2021-0063,1,2021-08-02,4,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,7,-58.46851293,-34.63348678,AUTO,AUTO
662,2021-0064,1,2021-08-02,20,"PAZ, GRAL. AV. Y TONELERO",GRAL PAZ,9,-58.52931141,-34.65422917,PEATON,CARGAS
663,2021-0065,1,2021-08-06,8,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,6,-58.42675754,-34.6269973,PEATON,PASAJEROS
664,2021-0066,1,2021-08-06,20,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,11,-58.52933723,-34.61098186,PEATON,PASAJEROS
665,2021-0067,1,2021-08-08,9,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,1,-58.37910943,-34.62764718,MOTO,OBJETO FIJO
666,2021-0068,1,2021-08-15,6,"BEIRO, FRANCISCO AV. 5071",AVENIDA,11,-58.52161176,-34.61164474,MOTO,OBJETO FIJO
667,2021-0069,1,2021-08-20,17,AV. SANTA FE 3428,AVENIDA,14,-58.41354692,-34.5869768,PEATON,AUTO
668,2021-0070,1,2021-08-28,8,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,8,-58.43960781,-34.65470804,MOTO,CARGAS
669,2021-0071,1,2021-08-31,16,SAN LUIS 2730,CALLE,3,-58.4045461,-34.60003693,PEATON,MOTO
670,2021-0072,1,2021-09-01,19,CALLAO AV. Y PARAGUAY,AVENIDA,2,-58.39303911,-34.59871111,PEATON,AUTO
671,2021-0073,1,2021-09-18,12,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",AVENIDA,2,-58.39391034,-34.58405348,BICICLETA,AUTO
672,2021-0074,1,2021-09-20,15,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",GRAL PAZ,12,-58.5007381,-34.5497951,MOTO,MULTIPLE
673,2021-0075,1,2021-09-21,14,SALTA Y BRASIL,CALLE,1,-58.38281301,-34.62786038,PEATON,CARGAS
674,2021-0076,1,2021-10-16,6,"MORENO, PERITO AV. 2152",AVENIDA,7,-58.43980799,-34.65094083,MOTO,OBJETO FIJO
675,2021-0077,1,2021-10-18,7,DIRECTORIO AV. 1169,AVENIDA,6,-58.44402387,-34.62933109,MOTO,CARGAS
676,2021-0078,1,2021-10-23,6,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,6,-58.42779702,-34.62207347,MOTO,PASAJEROS
677,2021-0079,1,2021-10-25,3,TUCUMAN 3112,CALLE,3,-58.40944147,-34.60097942,PEATON,AUTO
