,ID hecho,FECHA ,SEXO,EDAD_VICTIMA
8825,LC-2019-0565476,2019-09-09,Varon,54
8826,LC-2019-0565512,2019-09-09,Mujer,36
8827,LC-2019-0565665,2019-09-09,Mujer,38
8828,LC-2019-0565665,2019-09-09,Varon,47
8829,LC-2019-0565679,2019-09-09,Varon,26
8830,LC-2019-0565679,2019-09-09,Varon,68
8831,LC-2019-0565733,2019-09-09,Varon,46
8832,LC-2019-0565745,2019-09-09,Mujer,48
8833,LC-2019-0565755,2019-09-09,Varon,35
8834,LC-2019-0565755,2019-09-09,Varon,23
8835,LC-2019-0565798,2019-09-09,Varon,32
8836,LC-2019-0565801,2019-09-09,Varon,26
8837,LC-2019-0565947,2019-09-09,Varon,26
8838,LC-2019-0566015,2019-09-09,Varon,18
8839,LC-2019-0566015,2019-09-09,Varon,50
8840,LC-2019-0566029,2019-09-09,SD,35
8841,LC-2019-0604766,2019-09-09,Mujer,24
8842,LC-2019-0604766,2019-09-09,Mujer,24
8843,LC-2019-0565098,2019-09-10,Varon,22
8844,LC-2019-0566341,2019-09-10,Mujer,23
8845,LC-2019-0566341,2019-09-10,Varon,41
8846,LC-2019-0566688,2019-09-10,Mujer,48
8847,LC-2019-0567191,2019-09-10,Varon,42
8848,LC-2019-0567365,2019-09-10,Varon,42
8849,LC-2019-0567429,2019-09-10,Varon,38
8850,LC-2019-0567520,2019-09-10,Varon,24
8851,LC-2019-0567553,2019-09-10,Varon,35
8852,LC-2019-0567566,2019-09-10,Varon,34
8853,LC-2019-0567622,2019-09-10,Varon,23
8854,LC-2019-0567942,2019-09-10,SD,35
8855,LC-2019-0567984,2019-09-10,Varon,35
8856,LC-2019-0567985,2019-09-10,Varon,25
8857,LC-2019-0568022,2019-09-10,Mujer,47
8858,LC-2019-0568027,2019-09-10,Varon,81
8859,LC-2019-0568027,2019-09-10,Mujer,35
8860,LC-2019-0568046,2019-09-10,Varon,67
8861,LC-2019-0568152,2019-09-10,Varon,35
8862,LC-2019-0568180,2019-09-10,Mujer,52
8863,LC-2019-0568201,2019-09-10,Varon,27
8864,LC-2019-0568231,2019-09-10,Varon,29
8865,LC-2019-0568231,2019-09-10,Mujer,29
8866,LC-2019-0568264,2019-09-10,Varon,35
8867,LC-2019-0568264,2019-09-10,Varon,35
8868,LC-2019-0568264,2019-09-10,Varon,35
8869,LC-2019-0568300,2019-09-10,Varon,47
8870,LC-2019-0568314,2019-09-10,Mujer,68
8871,LC-2019-0568314,2019-09-10,Mujer,42
8872,LC-2019-0568326,2019-09-10,Varon,31
8873,LC-2019-0568459,2019-09-10,Varon,19
8874,LC-2019-0568600,2019-09-10,Varon,25
8875,LC-2019-0568691,2019-09-10,Mujer,31
8876,LC-2019-0568699,2019-09-10,Varon,35
8877,LC-2019-0572498,2019-09-10,Varon,26
8878,LC-2019-0568801,2019-09-11,Mujer,34
8879,LC-2019-0568801,2019-09-11,Varon,37
8880,LC-2019-0569303,2019-09-11,Mujer,55
8881,LC-2019-0569461,2019-09-11,Varon,35
8882,LC-2019-0569865,2019-09-11,Varon,26
8883,LC-2019-0570086,2019-09-11,Varon,30
8884,LC-2019-0570162,2019-09-11,Mujer,41
8885,LC-2019-0570306,2019-09-11,Mujer,35
8886,LC-2019-0570424,2019-09-11,Varon,40
8887,LC-2019-0570469,2019-09-11,Varon,17
8888,LC-2019-0570469,2019-09-11,Mujer,52
8889,LC-2019-0570470,2019-09-11,Varon,61
8890,LC-2019-0570509,2019-09-11,Mujer,18
8891,LC-2019-0570509,2019-09-11,Varon,25
8892,LC-2019-0570509,2019-09-11,Varon,20
8893,LC-2019-0570509,2019-09-11,Varon,21
8894,LC-2019-0570552,2019-09-11,Varon,25
8895,LC-2019-0570559,2019-09-11,Varon,37
8896,LC-2019-0570579,2019-09-11,Varon,29
8897,LC-2019-0570679,2019-09-11,Varon,29
8898,LC-2019-0570679,2019-09-11,Varon,35
8899,LC-2019-0570954,2019-09-11,Mujer,32
8900,LC-2019-0571002,2019-09-11,Varon,52
8901,LC-2019-0571074,2019-09-11,Varon,37
8902,LC-2019-0571133,2019-09-11,Mujer,33
8903,LC-2019-0571143,2019-09-11,Varon,35
8904,LC-2019-0571145,2019-09-11,Varon,23
8905,LC-2019-0571173,2019-09-11,Varon,55
8906,LC-2019-0571253,2019-09-11,Varon,35
8907,LC-2019-0571253,2019-09-11,Varon,29
8908,LC-2019-0580537,2019-09-11,Varon,20
8909,LC-2019-0583748,2019-09-11,Varon,34
8910,LC-2019-0603215,2019-09-11,Mujer,35
8911,LC-2019-0642969,2019-09-11,Mujer,21
8912,LC-2019-0642969,2019-09-11,Varon,50
8913,LC-2019-0571181,2019-09-12,Mujer,72
8914,LC-2019-0571323,2019-09-12,Varon,28
8915,LC-2019-0571759,2019-09-12,Varon,41
8916,LC-2019-0571927,2019-09-12,Mujer,26
8917,LC-2019-0571927,2019-09-12,Varon,45
8918,LC-2019-0571936,2019-09-12,Mujer,59
8919,LC-2019-0572043,2019-09-12,Mujer,76
8920,LC-2019-0572216,2019-09-12,Mujer,70
8921,LC-2019-0572429,2019-09-12,Varon,31
8922,LC-2019-0572489,2019-09-12,Varon,21
8923,LC-2019-0572537,2019-09-12,Varon,28
8924,LC-2019-0572694,2019-09-12,Varon,51
8925,LC-2019-0572804,2019-09-12,Mujer,85
8926,LC-2019-0572868,2019-09-12,Varon,28
8927,LC-2019-0572916,2019-09-12,Mujer,55
8928,LC-2019-0573068,2019-09-12,Mujer,40
8929,LC-2019-0573238,2019-09-12,Mujer,67
8930,LC-2019-0573238,2019-09-12,Varon,50
8931,LC-2019-0573238,2019-09-12,Varon,90
8932,LC-2019-0573262,2019-09-12,Varon,22
8933,LC-2019-0573332,2019-09-12,Varon,27
8934,LC-2019-0573361,2019-09-12,Varon,45
8935,LC-2019-0573388,2019-09-12,Varon,45
8936,LC-2019-0573423,2019-09-12,Varon,23
8937,LC-2019-0573423,2019-09-12,Mujer,46
8938,LC-2019-0573423,2019-09-12,Mujer,46
8939,LC-2019-0573423,2019-09-12,Mujer,30
8940,LC-2019-0573438,2019-09-12,Mujer,27
8941,LC-2019-0573479,2019-09-12,Varon,43
8942,LC-2019-0573738,2019-09-12,Varon,30
8943,LC-2019-0574644,2019-09-12,Varon,61
8944,LC-2019-0574644,2019-09-12,Varon,76
8945,LC-2019-0574662,2019-09-12,Varon,39
8946,LC-2019-0573630,2019-09-13,Varon,83
8947,LC-2019-0573778,2019-09-13,Varon,30
8948,LC-2019-0573883,2019-09-13,Varon,22
8949,LC-2019-0573883,2019-09-13,Mujer,35
8950,LC-2019-0573991,2019-09-13,Varon,23
8951,LC-2019-0573991,2019-09-13,Mujer,52
8952,LC-2019-0574043,2019-09-13,Mujer,36
8953,LC-2019-0574048,2019-09-13,Mujer,38
8954,LC-2019-0574048,2019-09-13,Mujer,47
8955,LC-2019-0574086,2019-09-13,Varon,39
8956,LC-2019-0574251,2019-09-13,Varon,36
8957,LC-2019-0574282,2019-09-13,Varon,50
8958,LC-2019-0574299,2019-09-13,Mujer,54
8959,LC-2019-0574501,2019-09-13,Varon,31
8960,LC-2019-0574518,2019-09-13,Varon,27
8961,LC-2019-0574530,2019-09-13,Varon,18
8962,LC-2019-0574625,2019-09-13,Varon,22
8963,LC-2019-0574625,2019-09-13,Varon,29
8964,LC-2019-0574631,2019-09-13,Mujer,35
8965,LC-2019-0574632,2019-09-13,Varon,40
8966,LC-2019-0574733,2019-09-13,Varon,35
8967,LC-2019-0574908,2019-09-13,Mujer,66
8968,LC-2019-0574911,2019-09-13,Varon,28
8969,LC-2019-0574956,2019-09-13,Varon,64
8970,LC-2019-0574984,2019-09-13,Varon,30
8971,LC-2019-0574996,2019-09-13,Mujer,34
8972,LC-2019-0574996,2019-09-13,Varon,41
8973,LC-2019-0574996,2019-09-13,Varon,44
8974,LC-2019-0575074,2019-09-13,Varon,14
8975,LC-2019-0575175,2019-09-13,Mujer,37
8976,LC-2019-0575305,2019-09-13,Mujer,26
8977,LC-2019-0397801,2019-06-26,Varon,34
8978,LC-2019-0575452,2019-09-13,Varon,37
8979,LC-2019-0575489,2019-09-13,Varon,35
8980,LC-2019-0575591,2019-09-13,Varon,49
8981,LC-2019-0575642,2019-09-13,Varon,76
8982,LC-2019-0575768,2019-09-13,Mujer,21
8983,LC-2019-0575777,2019-09-13,Varon,47
8984,LC-2019-0575839,2019-09-13,Varon,40
8985,LC-2019-0575861,2019-09-13,Varon,21
8986,LC-2019-0575883,2019-09-13,Varon,35
8987,LC-2019-0575914,2019-09-13,Varon,52
8988,LC-2019-0576102,2019-09-13,Varon,29
8989,LC-2019-0576128,2019-09-13,Mujer,25
8990,LC-2019-0576128,2019-09-13,Mujer,78
8991,LC-2019-0576130,2019-09-13,Varon,24
8992,LC-2019-0576159,2019-09-13,Varon,40
8993,LC-2019-0576182,2019-09-13,Varon,51
8994,LC-2019-0576209,2019-09-13,Varon,24
8995,LC-2019-0576227,2019-09-13,Varon,20
8996,LC-2019-0576275,2019-09-13,Mujer,42
8997,LC-2019-0576333,2019-09-13,Varon,17
8998,LC-2019-0576644,2019-09-13,Varon,46
8999,LC-2019-0576715,2019-09-13,Varon,29
9000,LC-2019-0576748,2019-09-13,Varon,74
9001,LC-2019-0578186,2019-09-13,SD,35
9002,LC-2019-0583880,2019-09-13,Varon,30
9003,LC-2019-0586011,2019-09-13,Varon,35
9004,LC-2019-0576380,2019-09-14,Mujer,35
9005,LC-2019-0576412,2019-09-14,Varon,22
9006,LC-2019-0576412,2019-09-14,Mujer,23
9007,LC-2019-0576469,2019-09-14,Varon,21
9008,LC-2019-0576486,2019-09-14,Varon,36
9009,LC-2019-0576493,2019-09-14,Varon,25
9010,LC-2019-0576563,2019-09-14,Varon,26
9011,LC-2019-0576591,2019-09-14,Mujer,38
9012,LC-2019-0576591,2019-09-14,Varon,46
9013,LC-2019-0576591,2019-09-14,Mujer,46
9014,LC-2019-0576591,2019-09-14,Varon,51
9015,LC-2019-0576591,2019-09-14,Varon,27
9016,LC-2019-0576640,2019-09-14,Varon,39
9017,LC-2019-0576658,2019-09-14,Varon,19
9018,LC-2019-0576777,2019-09-14,Varon,66
9019,LC-2019-0576787,2019-09-14,Mujer,64
9020,LC-2019-0576894,2019-09-14,Varon,24
9021,LC-2019-0576916,2019-09-14,Mujer,70
9022,LC-2019-0577047,2019-09-14,Varon,23
9023,LC-2019-0577091,2019-09-14,SD,35
9024,LC-2019-0577100,2019-09-14,Varon,26
9025,LC-2019-0577139,2019-09-14,Mujer,30
9026,LC-2019-0577144,2019-09-14,Mujer,7
9027,LC-2019-0577144,2019-09-14,Varon,37
9028,LC-2019-0577144,2019-09-14,Varon,49
9029,LC-2019-0577144,2019-09-14,Varon,71
9030,LC-2019-0577144,2019-09-14,Varon,40
9031,LC-2019-0577166,2019-09-14,Varon,64
9032,LC-2019-0577194,2019-09-14,Varon,32
9033,LC-2019-0577249,2019-09-14,Varon,37
9034,LC-2019-0577349,2019-09-14,Mujer,66
9035,LC-2019-0577547,2019-09-14,Varon,23
9036,LC-2019-0577576,2019-09-14,Varon,56
9037,LC-2019-0577729,2019-09-14,Varon,41
9038,LC-2019-0578382,2019-09-14,Varon,51
9039,LC-2019-0585882,2019-09-14,Varon,38
9040,LC-2019-0589513,2019-09-14,Varon,20
9041,LC-2019-0576941,2019-09-14,varon,39
9042,LC-2019-0577682,2019-09-15,Mujer,29
9043,LC-2019-0577682,2019-09-15,Varon,59
9044,LC-2019-0577738,2019-09-15,Varon,27
9045,LC-2019-0577863,2019-09-15,Varon,21
9046,LC-2019-0577881,2019-09-15,Varon,31
9047,LC-2019-0577906,2019-09-15,Mujer,42
9048,LC-2019-0577906,2019-09-15,Varon,26
9049,LC-2019-0578006,2019-09-15,Varon,23
9050,LC-2019-0578074,2019-09-15,Varon,32
9051,LC-2019-0578105,2019-09-15,Varon,35
9052,LC-2019-0578202,2019-09-15,Varon,21
9053,LC-2019-0578344,2019-09-15,Varon,73
9054,LC-2019-0578556,2019-09-15,Varon,22
9055,LC-2019-0578684,2019-09-15,Mujer,40
9056,LC-2019-0578684,2019-09-15,Varon,64
9057,LC-2019-0578686,2019-09-15,Varon,33
9058,LC-2019-0578752,2019-09-15,Varon,23
9059,LC-2019-0583998,2019-09-15,Mujer,23
9060,LC-2019-0585482,2019-09-15,Varon,39
9061,LC-2019-0578690,2019-09-15,varon,24
9062,LC-2019-0578927,2019-09-16,Mujer,62
9063,LC-2019-0579013,2019-09-16,Mujer,19
9064,LC-2019-0579013,2019-09-16,Varon,33
9065,LC-2019-0579101,2019-09-16,Varon,33
9066,LC-2019-0579168,2019-09-16,Mujer,31
9067,LC-2019-0579360,2019-09-16,Varon,43
9068,LC-2019-0579536,2019-09-16,Varon,29
9069,LC-2019-0579614,2019-09-16,Mujer,26
9070,LC-2019-0579614,2019-09-16,Mujer,41
9071,LC-2019-0579670,2019-09-16,Mujer,66
9072,LC-2019-0579746,2019-09-16,Varon,26
9073,LC-2019-0579916,2019-09-16,Varon,28
9074,LC-2019-0580112,2019-09-16,Varon,32
9075,LC-2019-0368361,2019-06-12,Varon,21
9076,LC-2019-0580399,2019-09-16,Varon,20
9077,LC-2019-0580536,2019-09-16,Varon,24
9078,LC-2019-0580725,2019-09-16,Varon,35
9079,LC-2019-0580811,2019-09-16,Mujer,35
9080,LC-2019-0580925,2019-09-16,Varon,35
9081,LC-2019-0580925,2019-09-16,Mujer,35
9082,LC-2019-0581118,2019-09-16,Mujer,50
9083,LC-2019-0581145,2019-09-16,Mujer,41
9084,LC-2019-0581180,2019-09-16,Varon,29
9085,LC-2019-0581238,2019-09-16,Varon,23
9086,LC-2019-0581381,2019-09-16,Varon,31
9087,LC-2019-0581448,2019-09-16,Mujer,38
9088,LC-2019-0581448,2019-09-16,Varon,35
9089,LC-2019-0581448,2019-09-16,Mujer,35
9090,LC-2019-0581454,2019-09-16,Mujer,47
9091,LC-2019-0581462,2019-09-16,Varon,49
9092,LC-2019-0581484,2019-09-16,Mujer,35
9093,LC-2019-0581538,2019-09-16,Varon,35
9094,LC-2019-0582605,2019-09-16,Varon,58
9095,LC-2019-0582768,2019-09-16,SD,35
9096,LC-2019-0585242,2019-09-16,Mujer,35
9097,LC-2019-0586534,2019-09-16,Mujer,62
9098,LC-2019-0581776,2019-09-17,Varon,30
9099,LC-2019-0581892,2019-09-17,Varon,60
9100,LC-2019-0581892,2019-09-17,Varon,57
9101,LC-2019-0581978,2019-09-17,Mujer,26
9102,LC-2019-0582122,2019-09-17,Varon,45
9103,LC-2019-0582454,2019-09-17,Varon,32
9104,LC-2019-0582564,2019-09-17,Varon,35
9105,LC-2019-0582564,2019-09-17,Varon,28
9106,LC-2019-0582729,2019-09-17,Varon,24
9107,LC-2019-0583167,2019-09-17,Mujer,39
9108,LC-2019-0583171,2019-09-17,Varon,23
9109,LC-2019-0583189,2019-09-17,Varon,19
9110,LC-2019-0583404,2019-09-17,Mujer,8
9111,LC-2019-0583404,2019-09-17,Varon,41
9112,LC-2019-0583405,2019-09-17,Varon,30
9113,LC-2019-0583413,2019-09-17,Varon,18
9114,LC-2019-0583471,2019-09-17,Varon,70
9115,LC-2019-0583568,2019-09-17,Varon,30
9116,LC-2019-0583642,2019-09-17,Varon,35
9117,LC-2019-0583649,2019-09-17,Varon,24
9118,LC-2019-0583649,2019-09-17,Varon,35
9119,LC-2019-0583758,2019-09-17,Varon,5
9120,LC-2019-0583843,2019-09-17,Varon,21
9121,LC-2019-0583976,2019-09-17,Mujer,52
9122,LC-2019-0583989,2019-09-17,Mujer,55
9123,LC-2019-0584004,2019-09-17,Mujer,54
9124,LC-2019-0584010,2019-09-17,Varon,35
9125,LC-2019-0584120,2019-09-17,Varon,81
9126,LC-2019-0584267,2019-09-17,Mujer,22
9127,LC-2019-0584279,2019-09-17,Varon,35
9128,LC-2019-0584285,2019-09-17,Mujer,39
9129,LC-2019-0584308,2019-09-17,Varon,39
9130,LC-2019-0584342,2019-09-17,Varon,18
9131,LC-2019-0584342,2019-09-17,Mujer,39
9132,LC-2019-0584347,2019-09-17,Mujer,23
9133,LC-2019-0584373,2019-09-17,Mujer,29
9134,LC-2019-0584373,2019-09-17,Varon,34
9135,LC-2019-0584431,2019-09-17,Varon,45
9136,LC-2019-0584449,2019-09-17,Varon,23
9137,LC-2019-0584469,2019-09-17,Varon,35
9138,LC-2019-0584545,2019-09-17,Mujer,19
9139,LC-2019-0584567,2019-09-17,Varon,49
9140,LC-2019-0584631,2019-09-18,Varon,64
9141,LC-2019-0584716,2019-09-18,Varon,28
9142,LC-2019-0584774,2019-09-18,Varon,26
9143,LC-2019-0584800,2019-09-18,Mujer,48
9144,LC-2019-0584800,2019-09-18,Mujer,33
9145,LC-2019-0584922,2019-09-18,Varon,49
9146,LC-2019-0585213,2019-09-18,Varon,25
9147,LC-2019-0585213,2019-09-18,Mujer,25
9148,LC-2019-0585428,2019-09-18,Varon,84
9149,LC-2019-0585429,2019-09-18,Varon,60
9150,LC-2019-0585527,2019-09-18,Mujer,22
9151,LC-2019-0585527,2019-09-18,Mujer,22
9152,LC-2019-0585695,2019-09-18,Varon,20
9153,LC-2019-0585871,2019-09-18,Varon,41
9154,LC-2019-0585871,2019-09-18,Varon,88
9155,LC-2019-0585911,2019-09-18,Varon,34
9156,LC-2019-0586014,2019-09-18,Mujer,35
9157,LC-2019-0586077,2019-09-18,Varon,24
9158,LC-2019-0586317,2019-09-18,Varon,32
9159,LC-2019-0586317,2019-09-18,Varon,75
9160,LC-2019-0586354,2019-09-18,Varon,61
9161,LC-2019-0586379,2019-09-18,Varon,71
9162,LC-2019-0586422,2019-09-18,Varon,39
9163,LC-2019-0586422,2019-09-18,Varon,76
9164,LC-2019-0586470,2019-09-18,Mujer,58
9165,LC-2019-0586704,2019-09-18,Varon,22
9166,LC-2019-0441834,2019-07-17,Varon,20
9167,LC-2019-0586707,2019-09-18,Varon,46
9168,LC-2019-0586799,2019-09-18,Varon,25
9169,LC-2019-0586816,2019-09-18,Varon,45
9170,LC-2019-0586828,2019-09-18,Varon,19
9171,LC-2019-0586852,2019-09-18,Varon,24
9172,LC-2019-0586872,2019-09-18,Mujer,55
9173,LC-2019-0586933,2019-09-18,Mujer,43
9174,LC-2019-0586946,2019-09-18,Varon,21
9175,LC-2019-0586984,2019-09-18,Varon,26
9176,LC-2019-0586986,2019-09-18,Mujer,29
9177,LC-2019-0586986,2019-09-18,Varon,29
9178,LC-2019-0586998,2019-09-18,Mujer,29
9179,LC-2019-0587059,2019-09-18,Varon,28
9180,LC-2019-0587074,2019-09-18,Varon,26
9181,LC-2019-0587179,2019-09-18,Mujer,35
9182,LC-2019-0587276,2019-09-18,Mujer,22
9183,LC-2019-0587732,2019-09-18,Mujer,45
9184,LC-2019-0589008,2019-09-18,Mujer,31
9185,LC-2019-0237466,2019-04-15,Varon,35
9186,LC-2019-0592123,2019-09-18,Varon,53
9187,LC-2019-0592123,2019-09-18,Mujer,22
9188,LC-2019-0592352,2019-09-18,Mujer,29
9189,LC-2019-0602426,2019-09-18,Mujer,25
9190,LC-2019-0609455,2019-09-18,Mujer,19
9191,LC-2019-0587134,2019-09-18,varon,22
9192,LC-2019-0587313,2019-09-19,Varon,25
9193,LC-2019-0587395,2019-09-19,Varon,27
9194,LC-2019-0587522,2019-09-19,Varon,36
9195,LC-2019-0587574,2019-09-19,Varon,34
9196,LC-2019-0587574,2019-09-19,Varon,38
9197,LC-2019-0587574,2019-09-19,Varon,40
9198,LC-2019-0587574,2019-09-19,Varon,54
9199,LC-2019-0587574,2019-09-19,Varon,54
9200,LC-2019-0587574,2019-09-19,Varon,70
9201,LC-2019-0587605,2019-09-19,Mujer,48
9202,LC-2019-0587645,2019-09-19,Varon,55
9203,LC-2019-0587913,2019-09-19,Varon,41
9204,LC-2019-0588220,2019-09-19,Varon,40
9205,LC-2019-0588446,2019-09-19,Varon,29
9206,LC-2019-0588516,2019-09-19,Varon,16
9207,LC-2019-0588518,2019-09-19,Varon,9
9208,LC-2019-0588556,2019-09-19,Varon,26
9209,LC-2019-0588679,2019-09-19,Varon,48
9210,LC-2019-0588745,2019-09-19,Varon,37
9211,LC-2019-0588872,2019-09-19,Mujer,34
9212,LC-2019-0589024,2019-09-19,Varon,35
9213,LC-2019-0589063,2019-09-19,Varon,25
9214,LC-2019-0589108,2019-09-19,Mujer,42
9215,LC-2019-0589177,2019-09-19,Varon,26
9216,LC-2019-0589183,2019-09-19,Mujer,47
9217,LC-2019-0589198,2019-09-19,Varon,41
9218,LC-2019-0589229,2019-09-19,Varon,32
9219,LC-2019-0589314,2019-09-19,Mujer,21
9220,LC-2019-0589327,2019-09-19,Varon,28
9221,LC-2019-0589337,2019-09-19,Varon,36
9222,LC-2019-0589423,2019-09-19,Varon,60
9223,LC-2019-0589734,2019-09-19,Varon,61
9224,LC-2019-0589750,2019-09-19,Varon,26
9225,LC-2019-0589816,2019-09-19,Varon,34
9226,LC-2019-0589830,2019-09-19,Varon,43
9227,LC-2019-0590471,2019-09-19,Varon,48
9228,LC-2019-0597515,2019-09-19,Mujer,49
9229,LC-2019-0590056,2019-09-20,Mujer,35
9230,LC-2019-0590056,2019-09-20,Mujer,35
9231,LC-2019-0590725,2019-09-20,Varon,23
9232,LC-2019-0590917,2019-09-20,Varon,35
9233,LC-2019-0591114,2019-09-20,Mujer,26
9234,LC-2019-0591238,2019-09-20,Varon,20
9235,LC-2019-0591253,2019-09-20,Varon,25
9236,LC-2019-0591357,2019-09-20,Mujer,33
9237,LC-2019-0591442,2019-09-20,Mujer,60
9238,LC-2019-0591461,2019-09-20,Mujer,11
9239,LC-2019-0591569,2019-09-20,Mujer,35
9240,LC-2019-0591595,2019-09-20,Varon,21
9241,LC-2019-0591672,2019-09-20,Varon,25
9242,LC-2019-0591868,2019-09-20,Mujer,13
9243,LC-2019-0591968,2019-09-20,Varon,30
9244,LC-2019-0591997,2019-09-20,Varon,29
9245,LC-2019-0591997,2019-09-20,Mujer,38
9246,LC-2019-0591997,2019-09-20,Mujer,30
9247,LC-2019-0592012,2019-09-20,Varon,33
9248,LC-2019-0592083,2019-09-20,Varon,23
9249,LC-2019-0592169,2019-09-20,Varon,39
9250,LC-2019-0592191,2019-09-20,Mujer,35
9251,LC-2019-0592229,2019-09-20,Mujer,21
9252,LC-2019-0592229,2019-09-20,Mujer,55
9253,LC-2019-0592240,2019-09-20,Varon,30
9254,LC-2019-0592287,2019-09-20,Varon,46
9255,LC-2019-0592313,2019-09-20,Mujer,52
9256,LC-2019-0592322,2019-09-20,Varon,16
9257,LC-2019-0592442,2019-09-20,Varon,35
9258,LC-2019-0592494,2019-09-20,Varon,75
9259,LC-2019-0592502,2019-09-20,Varon,26
9260,LC-2019-0592502,2019-09-20,Mujer,27
9261,LC-2019-0592633,2019-09-20,Varon,67
9262,LC-2019-0592660,2019-09-20,Mujer,27
9263,LC-2019-0592663,2019-09-20,Varon,31
9264,LC-2019-0593180,2019-09-20,Varon,20
9265,LC-2019-0593657,2019-09-20,Mujer,38
9266,LC-2019-0594725,2019-09-20,Varon,42
9267,LC-2019-0596629,2019-09-20,Mujer,31
9268,LC-2019-0597729,2019-09-20,Varon,25
9269,LC-2019-0601678,2019-09-20,Varon,28
9270,LC-2019-0602273,2019-09-20,Mujer,35
9271,LC-2019-0592691,2019-09-21,Mujer,53
9272,LC-2019-0592809,2019-09-21,Varon,75
9273,LC-2019-0592987,2019-09-21,Varon,35
9274,LC-2019-0592989,2019-09-21,Varon,34
9275,LC-2019-0593057,2019-09-21,Varon,35
9276,LC-2019-0593220,2019-09-21,Varon,37
9277,LC-2019-0593249,2019-09-21,Varon,23
9278,LC-2019-0593249,2019-09-21,Varon,35
9279,LC-2019-0593370,2019-09-21,Varon,30
9280,LC-2019-0593439,2019-09-21,Varon,37
9281,LC-2019-0593542,2019-09-21,Varon,25
9282,LC-2019-0593664,2019-09-21,Mujer,69
9283,LC-2019-0593683,2019-09-21,Varon,53
9284,LC-2019-0593747,2019-09-21,Mujer,20
9285,LC-2019-0593823,2019-09-21,Varon,25
9286,LC-2019-0593843,2019-09-21,Mujer,69
9287,LC-2019-0320417,2019-05-22,Varon,35
9288,LC-2019-0593895,2019-09-21,Varon,22
9289,LC-2019-0594039,2019-09-21,Varon,28
9290,LC-2019-0594203,2019-09-21,Mujer,24
9291,LC-2019-0594203,2019-09-21,Varon,24
9292,LC-2019-0595837,2019-09-21,Mujer,57
9293,LC-2019-0596097,2019-09-21,Mujer,53
9294,LC-2019-0598259,2019-09-21,Varon,56
9295,LC-2019-0594065,2019-09-22,Mujer,6
9296,LC-2019-0594065,2019-09-22,Varon,8
9297,LC-2019-0594065,2019-09-22,Varon,30
9298,LC-2019-0594065,2019-09-22,Varon,33
9299,LC-2019-0594065,2019-09-22,Varon,52
9300,LC-2019-0594065,2019-09-22,Varon,47
9301,LC-2019-0594098,2019-09-22,Mujer,23
9302,LC-2019-0594202,2019-09-22,Varon,35
9303,LC-2019-0594297,2019-09-22,Varon,34
9304,LC-2019-0594300,2019-09-22,Varon,23
9305,LC-2019-0594403,2019-09-22,Mujer,59
9306,LC-2019-0594411,2019-09-22,Varon,35
9307,LC-2019-0594429,2019-09-22,Mujer,60
9308,LC-2019-0594577,2019-09-22,Varon,35
9309,LC-2019-0594654,2019-09-22,Varon,45
9310,LC-2019-0594654,2019-09-22,Mujer,35
9311,LC-2019-0594654,2019-09-22,Mujer,47
9312,LC-2019-0594676,2019-09-22,Mujer,56
9313,LC-2019-0594686,2019-09-22,Varon,40
9314,LC-2019-0594818,2019-09-22,Varon,32
9315,LC-2019-0594835,2019-09-22,Varon,35
9316,LC-2019-0594837,2019-09-22,Mujer,7
9317,LC-2019-0012821,2019-01-07,Varon,34
9318,LC-2019-0594867,2019-09-22,Mujer,19
9319,LC-2019-0594869,2019-09-22,Mujer,40
9320,LC-2019-0594872,2019-09-22,Mujer,62
9321,LC-2019-0595026,2019-09-22,Mujer,75
9322,LC-2019-0595032,2019-09-22,Varon,20
9323,LC-2019-0595034,2019-09-22,Varon,30
9324,LC-2019-0595083,2019-09-22,Mujer,22
9325,LC-2019-0595125,2019-09-22,Varon,23
9326,LC-2019-0595135,2019-09-22,Varon,22
9327,LC-2019-0595145,2019-09-22,Varon,23
9328,LC-2019-0235533,2019-04-15,Varon,35
9329,LC-2019-0596297,2019-09-22,Varon,34
9330,LC-2019-0001987,2019-01-02,Varon,50
9331,LC-2019-0606454,2019-09-22,Varon,66
9332,LC-2019-0625832,2019-09-22,Varon,39
9333,LC-2019-0594440,2019-09-22,varon,35
9334,LC-2019-0595317,2019-09-23,Varon,44
9335,LC-2019-0595317,2019-09-23,Varon,24
9336,LC-2019-0595471,2019-09-23,Mujer,35
9337,LC-2019-0595471,2019-09-23,Mujer,53
9338,LC-2019-0595574,2019-09-23,Varon,39
9339,LC-2019-0595604,2019-09-23,Mujer,54
9340,LC-2019-0595768,2019-09-23,Varon,22
9341,LC-2019-0595768,2019-09-23,Varon,28
9342,LC-2019-0596433,2019-09-23,SD,35
9343,LC-2019-0596482,2019-09-23,Varon,39
9344,LC-2019-0596482,2019-09-23,Varon,18
9345,LC-2019-0596562,2019-09-23,Varon,45
9346,LC-2019-0596589,2019-09-23,Mujer,22
9347,LC-2019-0596589,2019-09-23,Varon,24
9348,LC-2019-0596641,2019-09-23,Varon,68
9349,LC-2019-0596844,2019-09-23,Mujer,73
9350,LC-2019-0596971,2019-09-23,Varon,24
9351,LC-2019-0597072,2019-09-23,Mujer,87
9352,LC-2019-0597074,2019-09-23,Varon,24
9353,LC-2019-0597127,2019-09-23,Varon,26
9354,LC-2019-0597127,2019-09-23,Varon,35
9355,LC-2019-0597251,2019-09-23,Varon,30
